dt,beta,g,tau,trial,theta,initMacro,initCoral,lgMacro,lgCoral
1e-05,0.1,0.15,0.5,60,0.0747998,0.0598322,0.00448381,0.770977,0.00762442
1e-05,0.1,0.15,0.5,61,0.0747998,0.0598322,0.00448381,0.813116,0.00357598
1e-05,0.1,0.15,0.5,62,0.0747998,0.0598322,0.00448381,0.77999,0.00469166
1e-05,0.1,0.15,0.5,63,0.0747998,0.0598322,0.00448381,0.822994,0.00306297
1e-05,0.1,0.15,0.5,64,0.0747998,0.0598322,0.00448381,0.8135,0.00444531
1e-05,0.1,0.15,0.5,65,0.0747998,0.0598322,0.00448381,0.789419,0.00657591
1e-05,0.1,0.15,0.5,66,0.0747998,0.0598322,0.00448381,0.797903,0.00342866
1e-05,0.1,0.15,0.5,67,0.0747998,0.0598322,0.00448381,0.828024,0.0038741
1e-05,0.1,0.15,0.5,68,0.0747998,0.0598322,0.00448381,0.794083,0.00478334
1e-05,0.1,0.15,0.5,69,0.0747998,0.0598322,0.00448381,0.770353,0.00584605
1e-05,0.1,0.15,0.5,70,0.0747998,0.0598322,0.00448381,0.78117,0.00459492
1e-05,0.1,0.15,0.5,71,0.0747998,0.0598322,0.00448381,0.784709,0.00474085
1e-05,0.1,0.15,0.5,72,0.0747998,0.0598322,0.00448381,0.772199,0.00631142
1e-05,0.1,0.15,0.5,73,0.0747998,0.0598322,0.00448381,0.812501,0.00555437
1e-05,0.1,0.15,0.5,74,0.0747998,0.0598322,0.00448381,0.791001,0.00326264
1e-05,0.1,0.15,0.5,75,0.0747998,0.0598322,0.00448381,0.773011,0.00429771
1e-05,0.1,0.15,0.5,76,0.0747998,0.0598322,0.00448381,0.812892,0.00256372
1e-05,0.1,0.15,0.5,77,0.0747998,0.0598322,0.00448381,0.783579,0.00640722
1e-05,0.1,0.15,0.5,78,0.0747998,0.0598322,0.00448381,0.799201,0.00354492
1e-05,0.1,0.15,0.5,79,0.0747998,0.0598322,0.00448381,0.814843,0.00395534
1e-05,0.1,0.15,0.5,80,0.0747998,0.0598322,0.00448381,0.784947,0.00508924
1e-05,0.1,0.15,0.5,81,0.0747998,0.0598322,0.00448381,0.800097,0.0046986
1e-05,0.1,0.15,0.5,82,0.0747998,0.0598322,0.00448381,0.790977,0.00404426
1e-05,0.1,0.15,0.5,83,0.0747998,0.0598322,0.00448381,0.772258,0.00508514
1e-05,0.1,0.15,0.5,84,0.0747998,0.0598322,0.00448381,0.779257,0.00576575
1e-05,0.1,0.15,0.5,85,0.0747998,0.0598322,0.00448381,0.779663,0.0055925
1e-05,0.1,0.15,0.5,86,0.0747998,0.0598322,0.00448381,0.802585,0.00329278
1e-05,0.1,0.15,0.5,87,0.0747998,0.0598322,0.00448381,0.816794,0.00349873
1e-05,0.1,0.15,0.5,88,0.0747998,0.0598322,0.00448381,0.761146,0.00848838
1e-05,0.1,0.15,0.5,89,0.0747998,0.0598322,0.00448381,0.802309,0.0048201
1e-05,0.1,0.15,0.5,90,0.0747998,0.0598322,0.00448381,0.804542,0.00355424
1e-05,0.1,0.15,0.5,91,0.0747998,0.0598322,0.00448381,0.756841,0.00296252
1e-05,0.1,0.15,0.5,92,0.0747998,0.0598322,0.00448381,0.787043,0.00423824
1e-05,0.1,0.15,0.5,93,0.0747998,0.0598322,0.00448381,0.828164,0.00345956
1e-05,0.1,0.15,0.5,94,0.0747998,0.0598322,0.00448381,0.787615,0.0044813
1e-05,0.1,0.15,0.5,95,0.0747998,0.0598322,0.00448381,0.816423,0.00562361
1e-05,0.1,0.15,0.5,96,0.0747998,0.0598322,0.00448381,0.807516,0.00252122
1e-05,0.1,0.15,0.5,97,0.0747998,0.0598322,0.00448381,0.785385,0.00573339
1e-05,0.1,0.15,0.5,98,0.0747998,0.0598322,0.00448381,0.805854,0.00390521
1e-05,0.1,0.15,0.5,99,0.0747998,0.0598322,0.00448381,0.800879,0.00518962
1e-05,0.1,0.15,0.5,100,0.0747998,0.0598322,0.00448381,0.816312,0.00371433
1e-05,0.1,0.15,0.5,1,0.1496,0.0593298,0.00894254,0.80277,0.00711338
1e-05,0.1,0.15,0.5,2,0.1496,0.0593298,0.00894254,0.762939,0.015095
1e-05,0.1,0.15,0.5,3,0.1496,0.0593298,0.00894254,0.798217,0.00631063
1e-05,0.1,0.15,0.5,4,0.1496,0.0593298,0.00894254,0.768497,0.00943198
1e-05,0.1,0.15,0.5,5,0.1496,0.0593298,0.00894254,0.788261,0.0137553
1e-05,0.1,0.15,0.5,6,0.1496,0.0593298,0.00894254,0.757883,0.0118404
1e-05,0.1,0.15,0.5,7,0.1496,0.0593298,0.00894254,0.772387,0.0124165
1e-05,0.1,0.15,0.5,8,0.1496,0.0593298,0.00894254,0.774666,0.00882552
1e-05,0.1,0.15,0.5,9,0.1496,0.0593298,0.00894254,0.771988,0.0074931
1e-05,0.1,0.15,0.5,10,0.1496,0.0593298,0.00894254,0.773363,0.00828716
1e-05,0.1,0.15,0.5,11,0.1496,0.0593298,0.00894254,0.794068,0.00845301
1e-05,0.1,0.15,0.5,12,0.1496,0.0593298,0.00894254,0.749182,0.0103547
1e-05,0.1,0.15,0.5,13,0.1496,0.0593298,0.00894254,0.78609,0.0077899
1e-05,0.1,0.15,0.5,14,0.1496,0.0593298,0.00894254,0.793529,0.0063358
1e-05,0.1,0.15,0.5,15,0.1496,0.0593298,0.00894254,0.752268,0.00994138
1e-05,0.1,0.15,0.5,16,0.1496,0.0593298,0.00894254,0.784763,0.0073475
1e-05,0.1,0.15,0.5,17,0.1496,0.0593298,0.00894254,0.806411,0.00751819
1e-05,0.1,0.15,0.5,18,0.1496,0.0593298,0.00894254,0.800248,0.00841802
1e-05,0.1,0.15,0.5,19,0.1496,0.0593298,0.00894254,0.798642,0.0073192
1e-05,0.1,0.15,0.5,20,0.1496,0.0593298,0.00894254,0.791196,0.00708936
1e-05,0.1,0.15,0.5,21,0.1496,0.0593298,0.00894254,0.784008,0.013181
1e-05,0.1,0.15,0.5,22,0.1496,0.0593298,0.00894254,0.789223,0.004982
1e-05,0.1,0.15,0.5,23,0.1496,0.0593298,0.00894254,0.78733,0.00726969
1e-05,0.1,0.15,0.5,24,0.1496,0.0593298,0.00894254,0.77862,0.0100675
1e-05,0.1,0.15,0.5,25,0.1496,0.0593298,0.00894254,0.785508,0.0162866
1e-05,0.1,0.15,0.5,26,0.1496,0.0593298,0.00894254,0.781068,0.00857599
1e-05,0.1,0.15,0.5,27,0.1496,0.0593298,0.00894254,0.783077,0.00968544
1e-05,0.1,0.15,0.5,28,0.1496,0.0593298,0.00894254,0.824594,0.00799663
1e-05,0.1,0.15,0.5,29,0.1496,0.0593298,0.00894254,0.800006,0.00853286
1e-05,0.1,0.15,0.5,30,0.1496,0.0593298,0.00894254,0.784655,0.00871034
1e-05,0.1,0.15,0.5,31,0.1496,0.0593298,0.00894254,0.811274,0.00898766
1e-05,0.1,0.15,0.5,32,0.1496,0.0593298,0.00894254,0.768617,0.0119634
1e-05,0.1,0.15,0.5,33,0.1496,0.0593298,0.00894254,0.777013,0.0127747
1e-05,0.1,0.15,0.5,34,0.1496,0.0593298,0.00894254,0.769952,0.00709208
1e-05,0.1,0.15,0.5,35,0.1496,0.0593298,0.00894254,0.773193,0.0101474
1e-05,0.1,0.15,0.5,36,0.1496,0.0593298,0.00894254,0.775854,0.0119096
1e-05,0.1,0.15,0.5,37,0.1496,0.0593298,0.00894254,0.777744,0.00796558
1e-05,0.1,0.15,0.5,38,0.1496,0.0593298,0.00894254,0.800291,0.0102257
1e-05,0.1,0.15,0.5,39,0.1496,0.0593298,0.00894254,0.767575,0.0127578
1e-05,0.1,0.15,0.5,40,0.1496,0.0593298,0.00894254,0.793995,0.00859458
1e-05,0.1,0.15,0.5,41,0.1496,0.0593298,0.00894254,0.80977,0.00675085
1e-05,0.1,0.15,0.5,42,0.1496,0.0593298,0.00894254,0.807832,0.00802146
1e-05,0.1,0.15,0.5,43,0.1496,0.0593298,0.00894254,0.76586,0.0107966
1e-05,0.1,0.15,0.5,44,0.1496,0.0593298,0.00894254,0.786899,0.0109754
1e-05,0.1,0.15,0.5,45,0.1496,0.0593298,0.00894254,0.768555,0.0097712
1e-05,0.1,0.15,0.5,46,0.1496,0.0593298,0.00894254,0.777594,0.00626979
1e-05,0.1,0.15,0.5,47,0.1496,0.0593298,0.00894254,0.793684,0.00655768
1e-05,0.1,0.15,0.5,48,0.1496,0.0593298,0.00894254,0.784273,0.00645063
1e-05,0.1,0.15,0.5,49,0.1496,0.0593298,0.00894254,0.768544,0.00728354
1e-05,0.1,0.15,0.5,50,0.1496,0.0593298,0.00894254,0.789615,0.00754077
1e-05,0.1,0.15,0.5,51,0.1496,0.0593298,0.00894254,0.755991,0.0130584
1e-05,0.1,0.15,0.5,52,0.1496,0.0593298,0.00894254,0.749646,0.010318
1e-05,0.1,0.15,0.5,53,0.1496,0.0593298,0.00894254,0.786309,0.0060348
1e-05,0.1,0.15,0.5,54,0.1496,0.0593298,0.00894254,0.791621,0.00708876
1e-05,0.1,0.15,0.5,55,0.1496,0.0593298,0.00894254,0.795265,0.00812425
1e-05,0.1,0.15,0.5,56,0.1496,0.0593298,0.00894254,0.742492,0.0185899
1e-05,0.1,0.15,0.5,57,0.1496,0.0593298,0.00894254,0.791725,0.0101051
1e-05,0.1,0.15,0.5,58,0.1496,0.0593298,0.00894254,0.79433,0.0111698
1e-05,0.1,0.15,0.5,59,0.1496,0.0593298,0.00894254,0.807936,0.00915983
1e-05,0.1,0.15,0.5,60,0.1496,0.0593298,0.00894254,0.811608,0.00923148
1e-05,0.1,0.15,0.5,61,0.1496,0.0593298,0.00894254,0.795448,0.00822604
1e-05,0.1,0.15,0.5,62,0.1496,0.0593298,0.00894254,0.769953,0.00941584
1e-05,0.1,0.15,0.5,63,0.1496,0.0593298,0.00894254,0.806188,0.0074356
1e-05,0.1,0.15,0.5,64,0.1496,0.0593298,0.00894254,0.827144,0.00795947
1e-05,0.1,0.15,0.5,65,0.1496,0.0593298,0.00894254,0.800904,0.00700867
1e-05,0.1,0.15,0.5,66,0.1496,0.0593298,0.00894254,0.810744,0.0112906
1e-05,0.1,0.15,0.5,67,0.1496,0.0593298,0.00894254,0.761455,0.0129724
1e-05,0.1,0.15,0.5,68,0.1496,0.0593298,0.00894254,0.801516,0.00713288
1e-05,0.1,0.15,0.5,69,0.1496,0.0593298,0.00894254,0.799451,0.00798958
1e-05,0.1,0.15,0.5,70,0.1496,0.0593298,0.00894254,0.751451,0.0126855
1e-05,0.1,0.15,0.5,71,0.1496,0.0593298,0.00894254,0.787118,0.00629596
1e-05,0.1,0.15,0.5,72,0.1496,0.0593298,0.00894254,0.781516,0.011214
1e-05,0.1,0.15,0.5,73,0.1496,0.0593298,0.00894254,0.791492,0.00522852
1e-05,0.1,0.15,0.5,74,0.1496,0.0593298,0.00894254,0.80284,0.00895617
1e-05,0.1,0.15,0.5,75,0.1496,0.0593298,0.00894254,0.764532,0.0108356
1e-05,0.1,0.15,0.5,76,0.1496,0.0593298,0.00894254,0.780634,0.00974598
1e-05,0.1,0.15,0.5,77,0.1496,0.0593298,0.00894254,0.798398,0.0097952
1e-05,0.1,0.15,0.5,78,0.1496,0.0593298,0.00894254,0.79186,0.008861
1e-05,0.1,0.15,0.5,79,0.1496,0.0593298,0.00894254,0.783332,0.0071572
1e-05,0.1,0.15,0.5,80,0.1496,0.0593298,0.00894254,0.805775,0.0073639
1e-05,0.1,0.15,0.5,81,0.1496,0.0593298,0.00894254,0.785268,0.00802329
1e-05,0.1,0.15,0.5,82,0.1496,0.0593298,0.00894254,0.805439,0.0101841
1e-05,0.1,0.15,0.5,83,0.1496,0.0593298,0.00894254,0.798727,0.0108092
1e-05,0.1,0.15,0.5,84,0.1496,0.0593298,0.00894254,0.786533,0.0111194
1e-05,0.1,0.15,0.5,85,0.1496,0.0593298,0.00894254,0.740676,0.0153621
1e-05,0.1,0.15,0.5,86,0.1496,0.0593298,0.00894254,0.772714,0.0139706
1e-05,0.1,0.15,0.5,87,0.1496,0.0593298,0.00894254,0.810495,0.0105805
1e-05,0.1,0.15,0.5,88,0.1496,0.0593298,0.00894254,0.743638,0.0101251
1e-05,0.1,0.15,0.5,89,0.1496,0.0593298,0.00894254,0.764076,0.0148425
1e-05,0.1,0.15,0.5,90,0.1496,0.0593298,0.00894254,0.768814,0.0119246
1e-05,0.1,0.15,0.5,91,0.1496,0.0593298,0.00894254,0.769389,0.0108843
1e-05,0.1,0.15,0.5,92,0.1496,0.0593298,0.00894254,0.796667,0.0112051
1e-05,0.1,0.15,0.5,93,0.1496,0.0593298,0.00894254,0.784948,0.0100583
1e-05,0.1,0.15,0.5,94,0.1496,0.0593298,0.00894254,0.810961,0.00732049
1e-05,0.1,0.15,0.5,95,0.1496,0.0593298,0.00894254,0.756055,0.0132165
1e-05,0.1,0.15,0.5,96,0.1496,0.0593298,0.00894254,0.791268,0.0111951
1e-05,0.1,0.15,0.5,97,0.1496,0.0593298,0.00894254,0.778874,0.0113923
1e-05,0.1,0.15,0.5,98,0.1496,0.0593298,0.00894254,0.798971,0.00666469
1e-05,0.1,0.15,0.5,99,0.1496,0.0593298,0.00894254,0.791537,0.00731799
1e-05,0.1,0.15,0.5,100,0.1496,0.0593298,0.00894254,0.80921,0.0115144
1e-05,0.1,0.15,0.5,1,0.224399,0.0584957,0.0133513,0.808392,0.0137313
1e-05,0.1,0.15,0.5,2,0.224399,0.0584957,0.0133513,0.777466,0.0145873
1e-05,0.1,0.15,0.5,3,0.224399,0.0584957,0.0133513,0.714781,0.0207682
1e-05,0.1,0.15,0.5,4,0.224399,0.0584957,0.0133513,0.770275,0.0107805
1e-05,0.1,0.15,0.5,5,0.224399,0.0584957,0.0133513,0.763487,0.0168666
1e-05,0.1,0.15,0.5,6,0.224399,0.0584957,0.0133513,0.790476,0.0138489
1e-05,0.1,0.15,0.5,7,0.224399,0.0584957,0.0133513,0.776276,0.0162051
1e-05,0.1,0.15,0.5,8,0.224399,0.0584957,0.0133513,0.796345,0.0147243
1e-05,0.1,0.15,0.5,9,0.224399,0.0584957,0.0133513,0.758445,0.0209656
1e-05,0.1,0.15,0.5,10,0.224399,0.0584957,0.0133513,0.781581,0.0102883
1e-05,0.1,0.15,0.5,11,0.224399,0.0584957,0.0133513,0.726733,0.0155339
1e-05,0.1,0.15,0.5,12,0.224399,0.0584957,0.0133513,0.745767,0.0160178
1e-05,0.1,0.15,0.5,13,0.224399,0.0584957,0.0133513,0.782148,0.0112661
1e-05,0.1,0.15,0.5,14,0.224399,0.0584957,0.0133513,0.788669,0.019563
1e-05,0.1,0.15,0.5,15,0.224399,0.0584957,0.0133513,0.772415,0.0144689
1e-05,0.1,0.15,0.5,16,0.224399,0.0584957,0.0133513,0.774117,0.0178607
1e-05,0.1,0.15,0.5,17,0.224399,0.0584957,0.0133513,0.768031,0.0111943
1e-05,0.1,0.15,0.5,18,0.224399,0.0584957,0.0133513,0.764333,0.0151012
1e-05,0.1,0.15,0.5,19,0.224399,0.0584957,0.0133513,0.793572,0.0130942
1e-05,0.1,0.15,0.5,20,0.224399,0.0584957,0.0133513,0.781468,0.0149301
1e-05,0.1,0.15,0.5,21,0.224399,0.0584957,0.0133513,0.786762,0.0117743
1e-05,0.1,0.15,0.5,22,0.224399,0.0584957,0.0133513,0.799314,0.0107063
1e-05,0.1,0.15,0.5,23,0.224399,0.0584957,0.0133513,0.772023,0.0118763
1e-05,0.1,0.15,0.5,24,0.224399,0.0584957,0.0133513,0.762197,0.0149254
1e-05,0.1,0.15,0.5,25,0.224399,0.0584957,0.0133513,0.751859,0.0152481
1e-05,0.1,0.15,0.5,26,0.224399,0.0584957,0.0133513,0.768402,0.0126269
1e-05,0.1,0.15,0.5,27,0.224399,0.0584957,0.0133513,0.761857,0.0148644
1e-05,0.1,0.15,0.5,28,0.224399,0.0584957,0.0133513,0.802611,0.00792777
1e-05,0.1,0.15,0.5,29,0.224399,0.0584957,0.0133513,0.790776,0.0219374
1e-05,0.1,0.15,0.5,30,0.224399,0.0584957,0.0133513,0.774684,0.0140748
1e-05,0.1,0.15,0.5,31,0.224399,0.0584957,0.0133513,0.783319,0.016114
1e-05,0.1,0.15,0.5,32,0.224399,0.0584957,0.0133513,0.774758,0.00897884
1e-05,0.1,0.15,0.5,33,0.224399,0.0584957,0.0133513,0.779396,0.0156951
1e-05,0.1,0.15,0.5,34,0.224399,0.0584957,0.0133513,0.781244,0.013812
1e-05,0.1,0.15,0.5,35,0.224399,0.0584957,0.0133513,0.785114,0.0120669
1e-05,0.1,0.15,0.5,36,0.224399,0.0584957,0.0133513,0.785848,0.0147078
1e-05,0.1,0.15,0.5,37,0.224399,0.0584957,0.0133513,0.787618,0.011986
1e-05,0.1,0.15,0.5,38,0.224399,0.0584957,0.0133513,0.738586,0.0186755
1e-05,0.1,0.15,0.5,39,0.224399,0.0584957,0.0133513,0.77598,0.0144192
1e-05,0.1,0.15,0.5,40,0.224399,0.0584957,0.0133513,0.779315,0.010634
1e-05,0.1,0.15,0.5,41,0.224399,0.0584957,0.0133513,0.782166,0.020134
1e-05,0.1,0.15,0.5,42,0.224399,0.0584957,0.0133513,0.817684,0.0111356
1e-05,0.1,0.15,0.5,43,0.224399,0.0584957,0.0133513,0.761035,0.0128783
1e-05,0.1,0.15,0.5,44,0.224399,0.0584957,0.0133513,0.76339,0.0146714
1e-05,0.1,0.15,0.5,45,0.224399,0.0584957,0.0133513,0.762573,0.0142326
1e-05,0.1,0.15,0.5,46,0.224399,0.0584957,0.0133513,0.761296,0.0162595
1e-05,0.1,0.15,0.5,47,0.224399,0.0584957,0.0133513,0.754149,0.0156676
1e-05,0.1,0.15,0.5,48,0.224399,0.0584957,0.0133513,0.785381,0.0125086
1e-05,0.1,0.15,0.5,49,0.224399,0.0584957,0.0133513,0.779517,0.0148513
1e-05,0.1,0.15,0.5,50,0.224399,0.0584957,0.0133513,0.794447,0.0114259
1e-05,0.1,0.15,0.5,51,0.224399,0.0584957,0.0133513,0.751643,0.0173831
1e-05,0.1,0.15,0.5,52,0.224399,0.0584957,0.0133513,0.77576,0.0118076
1e-05,0.1,0.15,0.5,53,0.224399,0.0584957,0.0133513,0.767847,0.0128495
1e-05,0.1,0.15,0.5,54,0.224399,0.0584957,0.0133513,0.75714,0.0137938
1e-05,0.1,0.15,0.5,55,0.224399,0.0584957,0.0133513,0.782517,0.0131391
1e-05,0.1,0.15,0.5,56,0.224399,0.0584957,0.0133513,0.776804,0.011671
1e-05,0.1,0.15,0.5,57,0.224399,0.0584957,0.0133513,0.792579,0.0130864
1e-05,0.1,0.15,0.5,58,0.224399,0.0584957,0.0133513,0.810143,0.0118636
1e-05,0.1,0.15,0.5,59,0.224399,0.0584957,0.0133513,0.780463,0.0120121
1e-05,0.1,0.15,0.5,60,0.224399,0.0584957,0.0133513,0.770981,0.0131907
1e-05,0.1,0.15,0.5,61,0.224399,0.0584957,0.0133513,0.789202,0.0098127
1e-05,0.1,0.15,0.5,62,0.224399,0.0584957,0.0133513,0.799545,0.0159132
1e-05,0.1,0.15,0.5,63,0.224399,0.0584957,0.0133513,0.77882,0.00982269
1e-05,0.1,0.15,0.5,64,0.224399,0.0584957,0.0133513,0.783219,0.0136009
1e-05,0.1,0.15,0.5,65,0.224399,0.0584957,0.0133513,0.786462,0.0175667
1e-05,0.1,0.15,0.5,66,0.224399,0.0584957,0.0133513,0.754412,0.0169171
1e-05,0.1,0.15,0.5,67,0.224399,0.0584957,0.0133513,0.775489,0.0118971
1e-05,0.1,0.15,0.5,68,0.224399,0.0584957,0.0133513,0.782773,0.0163898
1e-05,0.1,0.15,0.5,69,0.224399,0.0584957,0.0133513,0.793172,0.00983354
1e-05,0.1,0.15,0.5,70,0.224399,0.0584957,0.0133513,0.783403,0.0162557
1e-05,0.1,0.15,0.5,71,0.224399,0.0584957,0.0133513,0.772598,0.0144387
1e-05,0.1,0.15,0.5,72,0.224399,0.0584957,0.0133513,0.778579,0.0142431
1e-05,0.1,0.15,0.5,73,0.224399,0.0584957,0.0133513,0.772452,0.0150074
1e-05,0.1,0.15,0.5,74,0.224399,0.0584957,0.0133513,0.751505,0.0274392
1e-05,0.1,0.15,0.5,75,0.224399,0.0584957,0.0133513,0.773668,0.0131133
1e-05,0.1,0.15,0.5,76,0.224399,0.0584957,0.0133513,0.774405,0.0122509
1e-05,0.1,0.15,0.5,77,0.224399,0.0584957,0.0133513,0.794277,0.0143789
1e-05,0.1,0.15,0.5,78,0.224399,0.0584957,0.0133513,0.777315,0.0126173
1e-05,0.1,0.15,0.5,79,0.224399,0.0584957,0.0133513,0.772767,0.0217311
1e-05,0.1,0.15,0.5,80,0.224399,0.0584957,0.0133513,0.805586,0.0146533
1e-05,0.1,0.15,0.5,81,0.224399,0.0584957,0.0133513,0.808507,0.0131305
1e-05,0.1,0.15,0.5,82,0.224399,0.0584957,0.0133513,0.742648,0.0213973
1e-05,0.1,0.15,0.5,83,0.224399,0.0584957,0.0133513,0.750089,0.0135255
1e-05,0.1,0.15,0.5,84,0.224399,0.0584957,0.0133513,0.777369,0.0142653
1e-05,0.1,0.15,0.5,85,0.224399,0.0584957,0.0133513,0.768063,0.0172935
1e-05,0.1,0.15,0.5,86,0.224399,0.0584957,0.0133513,0.785989,0.013528
1e-05,0.1,0.15,0.5,87,0.224399,0.0584957,0.0133513,0.753179,0.0171032
1e-05,0.1,0.15,0.5,88,0.224399,0.0584957,0.0133513,0.765323,0.0123263
1e-05,0.1,0.15,0.5,89,0.224399,0.0584957,0.0133513,0.775609,0.0110078
1e-05,0.1,0.15,0.5,90,0.224399,0.0584957,0.0133513,0.807463,0.0158042
1e-05,0.1,0.15,0.5,91,0.224399,0.0584957,0.0133513,0.764378,0.0153686
1e-05,0.1,0.15,0.5,92,0.224399,0.0584957,0.0133513,0.813259,0.00883817
1e-05,0.1,0.15,0.5,93,0.224399,0.0584957,0.0133513,0.772448,0.0165568
