dt,beta,g,tau,trial,theta,initMacro,initCoral,lgMacro,lgCoral
1e-05,0.15,0.15,0.5,19,0.1496,0.0593298,0.00894254,0.764999,0.0135752
1e-05,0.15,0.15,0.5,20,0.1496,0.0593298,0.00894254,0.79823,0.0164527
1e-05,0.15,0.15,0.5,21,0.1496,0.0593298,0.00894254,0.752098,0.0100416
1e-05,0.15,0.15,0.5,22,0.1496,0.0593298,0.00894254,0.798349,0.0107062
1e-05,0.15,0.15,0.5,23,0.1496,0.0593298,0.00894254,0.768914,0.0164507
1e-05,0.15,0.15,0.5,24,0.1496,0.0593298,0.00894254,0.772411,0.00821903
1e-05,0.15,0.15,0.5,25,0.1496,0.0593298,0.00894254,0.809012,0.0067938
1e-05,0.15,0.15,0.5,26,0.1496,0.0593298,0.00894254,0.784594,0.0170679
1e-05,0.15,0.15,0.5,27,0.1496,0.0593298,0.00894254,0.770273,0.00726714
1e-05,0.15,0.15,0.5,28,0.1496,0.0593298,0.00894254,0.792003,0.0109452
1e-05,0.15,0.15,0.5,29,0.1496,0.0593298,0.00894254,0.803173,0.00847118
1e-05,0.15,0.15,0.5,30,0.1496,0.0593298,0.00894254,0.787819,0.0182241
1e-05,0.15,0.15,0.5,31,0.1496,0.0593298,0.00894254,0.778889,0.007248
1e-05,0.15,0.15,0.5,32,0.1496,0.0593298,0.00894254,0.833995,0.00359141
1e-05,0.15,0.15,0.5,33,0.1496,0.0593298,0.00894254,0.76436,0.00980204
1e-05,0.15,0.15,0.5,34,0.1496,0.0593298,0.00894254,0.750829,0.00961175
1e-05,0.15,0.15,0.5,35,0.1496,0.0593298,0.00894254,0.77313,0.00874404
1e-05,0.15,0.15,0.5,36,0.1496,0.0593298,0.00894254,0.747839,0.016972
1e-05,0.15,0.15,0.5,37,0.1496,0.0593298,0.00894254,0.841119,0.00836849
1e-05,0.15,0.15,0.5,38,0.1496,0.0593298,0.00894254,0.771889,0.00937355
1e-05,0.15,0.15,0.5,39,0.1496,0.0593298,0.00894254,0.805795,0.0120871
1e-05,0.15,0.15,0.5,40,0.1496,0.0593298,0.00894254,0.797742,0.012034
1e-05,0.15,0.15,0.5,41,0.1496,0.0593298,0.00894254,0.804303,0.00691055
1e-05,0.15,0.15,0.5,42,0.1496,0.0593298,0.00894254,0.765799,0.00775068
1e-05,0.15,0.15,0.5,43,0.1496,0.0593298,0.00894254,0.665819,0.0317449
1e-05,0.15,0.15,0.5,44,0.1496,0.0593298,0.00894254,0.803119,0.00622307
1e-05,0.15,0.15,0.5,45,0.1496,0.0593298,0.00894254,0.763127,0.00695461
1e-05,0.15,0.15,0.5,46,0.1496,0.0593298,0.00894254,0.818413,0.0093968
1e-05,0.15,0.15,0.5,47,0.1496,0.0593298,0.00894254,0.791809,0.00577915
1e-05,0.15,0.15,0.5,48,0.1496,0.0593298,0.00894254,0.797986,0.00780257
1e-05,0.15,0.15,0.5,49,0.1496,0.0593298,0.00894254,0.772656,0.0147357
1e-05,0.15,0.15,0.5,50,0.1496,0.0593298,0.00894254,0.778177,0.0126005
1e-05,0.15,0.15,0.5,51,0.1496,0.0593298,0.00894254,0.756759,0.0162565
1e-05,0.15,0.15,0.5,52,0.1496,0.0593298,0.00894254,0.81266,0.00856765
1e-05,0.15,0.15,0.5,53,0.1496,0.0593298,0.00894254,0.81537,0.00698833
1e-05,0.15,0.15,0.5,54,0.1496,0.0593298,0.00894254,0.743407,0.00925939
1e-05,0.15,0.15,0.5,55,0.1496,0.0593298,0.00894254,0.794889,0.00762083
1e-05,0.15,0.15,0.5,56,0.1496,0.0593298,0.00894254,0.798135,0.00815252
1e-05,0.15,0.15,0.5,57,0.1496,0.0593298,0.00894254,0.798324,0.00699622
1e-05,0.15,0.15,0.5,58,0.1496,0.0593298,0.00894254,0.743578,0.00941061
1e-05,0.15,0.15,0.5,59,0.1496,0.0593298,0.00894254,0.829565,0.0074363
1e-05,0.15,0.15,0.5,60,0.1496,0.0593298,0.00894254,0.823965,0.0062769
1e-05,0.15,0.15,0.5,61,0.1496,0.0593298,0.00894254,0.774787,0.00909075
1e-05,0.15,0.15,0.5,62,0.1496,0.0593298,0.00894254,0.798562,0.0111545
1e-05,0.15,0.15,0.5,63,0.1496,0.0593298,0.00894254,0.813617,0.00385775
1e-05,0.15,0.15,0.5,64,0.1496,0.0593298,0.00894254,0.758009,0.0118198
1e-05,0.15,0.15,0.5,65,0.1496,0.0593298,0.00894254,0.784828,0.0136295
1e-05,0.15,0.15,0.5,66,0.1496,0.0593298,0.00894254,0.815366,0.00566237
1e-05,0.15,0.15,0.5,67,0.1496,0.0593298,0.00894254,0.822514,0.011226
1e-05,0.15,0.15,0.5,68,0.1496,0.0593298,0.00894254,0.810376,0.00572412
1e-05,0.15,0.15,0.5,69,0.1496,0.0593298,0.00894254,0.759051,0.00643956
1e-05,0.15,0.15,0.5,70,0.1496,0.0593298,0.00894254,0.764558,0.00895539
1e-05,0.15,0.15,0.5,71,0.1496,0.0593298,0.00894254,0.80724,0.00930271
1e-05,0.15,0.15,0.5,72,0.1496,0.0593298,0.00894254,0.78992,0.0102257
1e-05,0.15,0.15,0.5,73,0.1496,0.0593298,0.00894254,0.794747,0.0141315
1e-05,0.15,0.15,0.5,74,0.1496,0.0593298,0.00894254,0.811904,0.00840299
1e-05,0.15,0.15,0.5,75,0.1496,0.0593298,0.00894254,0.77928,0.0116689
1e-05,0.15,0.15,0.5,76,0.1496,0.0593298,0.00894254,0.823821,0.00788631
1e-05,0.15,0.15,0.5,77,0.1496,0.0593298,0.00894254,0.75022,0.0153566
1e-05,0.15,0.15,0.5,78,0.1496,0.0593298,0.00894254,0.784277,0.0109325
1e-05,0.15,0.15,0.5,79,0.1496,0.0593298,0.00894254,0.667672,0.0217518
1e-05,0.15,0.15,0.5,80,0.1496,0.0593298,0.00894254,0.799648,0.0122348
1e-05,0.15,0.15,0.5,81,0.1496,0.0593298,0.00894254,0.794918,0.00690339
1e-05,0.15,0.15,0.5,82,0.1496,0.0593298,0.00894254,0.790338,0.00993244
1e-05,0.15,0.15,0.5,83,0.1496,0.0593298,0.00894254,0.807978,0.00778831
1e-05,0.15,0.15,0.5,84,0.1496,0.0593298,0.00894254,0.803708,0.00536153
1e-05,0.15,0.15,0.5,85,0.1496,0.0593298,0.00894254,0.77962,0.00819597
1e-05,0.15,0.15,0.5,86,0.1496,0.0593298,0.00894254,0.789296,0.00609858
1e-05,0.15,0.15,0.5,87,0.1496,0.0593298,0.00894254,0.788407,0.00859507
1e-05,0.15,0.15,0.5,88,0.1496,0.0593298,0.00894254,0.774589,0.0118957
1e-05,0.15,0.15,0.5,89,0.1496,0.0593298,0.00894254,0.800696,0.00790631
1e-05,0.15,0.15,0.5,90,0.1496,0.0593298,0.00894254,0.76409,0.0105262
1e-05,0.15,0.15,0.5,91,0.1496,0.0593298,0.00894254,0.841816,0.0119407
1e-05,0.15,0.15,0.5,92,0.1496,0.0593298,0.00894254,0.809756,0.0121011
1e-05,0.15,0.15,0.5,93,0.1496,0.0593298,0.00894254,0.83418,0.0057603
1e-05,0.15,0.15,0.5,94,0.1496,0.0593298,0.00894254,0.79788,0.00846841
1e-05,0.15,0.15,0.5,95,0.1496,0.0593298,0.00894254,0.766695,0.0129352
1e-05,0.15,0.15,0.5,96,0.1496,0.0593298,0.00894254,0.791203,0.0117294
1e-05,0.15,0.15,0.5,97,0.1496,0.0593298,0.00894254,0.784943,0.0100444
1e-05,0.15,0.15,0.5,98,0.1496,0.0593298,0.00894254,0.808585,0.00965248
1e-05,0.15,0.15,0.5,99,0.1496,0.0593298,0.00894254,0.739673,0.0152546
1e-05,0.15,0.15,0.5,100,0.1496,0.0593298,0.00894254,0.765795,0.009458
1e-05,0.15,0.15,0.5,1,0.224399,0.0584957,0.0133513,0.73086,0.0164122
1e-05,0.15,0.15,0.5,2,0.224399,0.0584957,0.0133513,0.724572,0.0154087
1e-05,0.15,0.15,0.5,3,0.224399,0.0584957,0.0133513,0.782795,0.0124954
1e-05,0.15,0.15,0.5,4,0.224399,0.0584957,0.0133513,0.800718,0.0142881
1e-05,0.15,0.15,0.5,5,0.224399,0.0584957,0.0133513,0.804584,0.0159621
1e-05,0.15,0.15,0.5,6,0.224399,0.0584957,0.0133513,0.756011,0.0117132
1e-05,0.15,0.15,0.5,7,0.224399,0.0584957,0.0133513,0.771316,0.0143267
1e-05,0.15,0.15,0.5,8,0.224399,0.0584957,0.0133513,0.739796,0.0202803
1e-05,0.15,0.15,0.5,9,0.224399,0.0584957,0.0133513,0.74178,0.014965
1e-05,0.15,0.15,0.5,10,0.224399,0.0584957,0.0133513,0.781569,0.016795
1e-05,0.15,0.15,0.5,11,0.224399,0.0584957,0.0133513,0.734228,0.0238302
1e-05,0.15,0.15,0.5,12,0.224399,0.0584957,0.0133513,0.788414,0.0200381
1e-05,0.15,0.15,0.5,13,0.224399,0.0584957,0.0133513,0.771324,0.0105355
1e-05,0.15,0.15,0.5,14,0.224399,0.0584957,0.0133513,0.747133,0.0207465
1e-05,0.15,0.15,0.5,15,0.224399,0.0584957,0.0133513,0.761292,0.00987377
1e-05,0.15,0.15,0.5,16,0.224399,0.0584957,0.0133513,0.786236,0.0123359
1e-05,0.15,0.15,0.5,17,0.224399,0.0584957,0.0133513,0.771336,0.0125769
1e-05,0.15,0.15,0.5,18,0.224399,0.0584957,0.0133513,0.833868,0.0136571
1e-05,0.15,0.15,0.5,19,0.224399,0.0584957,0.0133513,0.781884,0.0211421
1e-05,0.15,0.15,0.5,20,0.224399,0.0584957,0.0133513,0.761239,0.0172917
1e-05,0.15,0.15,0.5,21,0.224399,0.0584957,0.0133513,0.718095,0.0255613
1e-05,0.15,0.15,0.5,22,0.224399,0.0584957,0.0133513,0.764247,0.00964267
1e-05,0.15,0.15,0.5,23,0.224399,0.0584957,0.0133513,0.764073,0.0214174
1e-05,0.15,0.15,0.5,24,0.224399,0.0584957,0.0133513,0.787056,0.0105449
1e-05,0.15,0.15,0.5,25,0.224399,0.0584957,0.0133513,0.796072,0.0141579
1e-05,0.15,0.15,0.5,26,0.224399,0.0584957,0.0133513,0.821913,0.00707749
1e-05,0.15,0.15,0.5,27,0.224399,0.0584957,0.0133513,0.792387,0.0127394
1e-05,0.15,0.15,0.5,28,0.224399,0.0584957,0.0133513,0.750412,0.0211844
1e-05,0.15,0.15,0.5,29,0.224399,0.0584957,0.0133513,0.784324,0.0190858
1e-05,0.15,0.15,0.5,30,0.224399,0.0584957,0.0133513,0.796268,0.0110641
1e-05,0.15,0.15,0.5,31,0.224399,0.0584957,0.0133513,0.819354,0.0100874
1e-05,0.15,0.15,0.5,32,0.224399,0.0584957,0.0133513,0.788404,0.0156725
1e-05,0.15,0.15,0.5,33,0.224399,0.0584957,0.0133513,0.809286,0.00639388
1e-05,0.15,0.15,0.5,34,0.224399,0.0584957,0.0133513,0.778511,0.0169281
1e-05,0.15,0.15,0.5,35,0.224399,0.0584957,0.0133513,0.7698,0.00856808
1e-05,0.15,0.15,0.5,36,0.224399,0.0584957,0.0133513,0.734152,0.0129101
1e-05,0.15,0.15,0.5,37,0.224399,0.0584957,0.0133513,0.796218,0.0118707
1e-05,0.15,0.15,0.5,38,0.224399,0.0584957,0.0133513,0.7858,0.0212856
1e-05,0.15,0.15,0.5,39,0.224399,0.0584957,0.0133513,0.803252,0.00794406
1e-05,0.15,0.15,0.5,40,0.224399,0.0584957,0.0133513,0.766167,0.0124639
1e-05,0.15,0.15,0.5,41,0.224399,0.0584957,0.0133513,0.829939,0.0113355
1e-05,0.15,0.15,0.5,42,0.224399,0.0584957,0.0133513,0.759768,0.0163881
1e-05,0.15,0.15,0.5,43,0.224399,0.0584957,0.0133513,0.836244,0.0108816
1e-05,0.15,0.15,0.5,44,0.224399,0.0584957,0.0133513,0.711549,0.0256343
1e-05,0.15,0.15,0.5,45,0.224399,0.0584957,0.0133513,0.748044,0.0151055
1e-05,0.15,0.15,0.5,46,0.224399,0.0584957,0.0133513,0.805441,0.00736437
1e-05,0.15,0.15,0.5,47,0.224399,0.0584957,0.0133513,0.721971,0.020635
1e-05,0.15,0.15,0.5,48,0.224399,0.0584957,0.0133513,0.750905,0.0275069
1e-05,0.15,0.15,0.5,49,0.224399,0.0584957,0.0133513,0.653542,0.0323423
1e-05,0.15,0.15,0.5,50,0.224399,0.0584957,0.0133513,0.758101,0.0142015
1e-05,0.15,0.15,0.5,51,0.224399,0.0584957,0.0133513,0.750729,0.0158151
1e-05,0.15,0.15,0.5,52,0.224399,0.0584957,0.0133513,0.76332,0.0185336
1e-05,0.15,0.15,0.5,53,0.224399,0.0584957,0.0133513,0.771109,0.0209287
1e-05,0.15,0.15,0.5,54,0.224399,0.0584957,0.0133513,0.748889,0.0189641
1e-05,0.15,0.15,0.5,55,0.224399,0.0584957,0.0133513,0.77191,0.0177802
1e-05,0.15,0.15,0.5,56,0.224399,0.0584957,0.0133513,0.817592,0.00884447
1e-05,0.15,0.15,0.5,57,0.224399,0.0584957,0.0133513,0.789363,0.0106889
1e-05,0.15,0.15,0.5,58,0.224399,0.0584957,0.0133513,0.718142,0.0219013
1e-05,0.15,0.15,0.5,59,0.224399,0.0584957,0.0133513,0.763404,0.00981307
1e-05,0.15,0.15,0.5,60,0.224399,0.0584957,0.0133513,0.799591,0.0125785
1e-05,0.15,0.15,0.5,61,0.224399,0.0584957,0.0133513,0.74906,0.0272298
1e-05,0.15,0.15,0.5,62,0.224399,0.0584957,0.0133513,0.767836,0.009404
1e-05,0.15,0.15,0.5,63,0.224399,0.0584957,0.0133513,0.77587,0.00934565
1e-05,0.15,0.15,0.5,64,0.224399,0.0584957,0.0133513,0.748488,0.0188884
1e-05,0.15,0.15,0.5,65,0.224399,0.0584957,0.0133513,0.78716,0.011526
1e-05,0.15,0.15,0.5,66,0.224399,0.0584957,0.0133513,0.799261,0.00916499
1e-05,0.15,0.15,0.5,67,0.224399,0.0584957,0.0133513,0.797801,0.00725343
1e-05,0.15,0.15,0.5,68,0.224399,0.0584957,0.0133513,0.791671,0.00914173
1e-05,0.15,0.15,0.5,69,0.224399,0.0584957,0.0133513,0.746158,0.0166884
1e-05,0.15,0.15,0.5,70,0.224399,0.0584957,0.0133513,0.753477,0.0143927
1e-05,0.15,0.15,0.5,71,0.224399,0.0584957,0.0133513,0.674914,0.0239156
1e-05,0.15,0.15,0.5,72,0.224399,0.0584957,0.0133513,0.738419,0.0122514
1e-05,0.15,0.15,0.5,73,0.224399,0.0584957,0.0133513,0.799092,0.0114831
1e-05,0.15,0.15,0.5,74,0.224399,0.0584957,0.0133513,0.770469,0.0241365
1e-05,0.15,0.15,0.5,75,0.224399,0.0584957,0.0133513,0.784127,0.00936222
1e-05,0.15,0.15,0.5,76,0.224399,0.0584957,0.0133513,0.727291,0.0108326
1e-05,0.15,0.15,0.5,77,0.224399,0.0584957,0.0133513,0.782076,0.0114461
1e-05,0.15,0.15,0.5,78,0.224399,0.0584957,0.0133513,0.764684,0.0112985
1e-05,0.15,0.15,0.5,79,0.224399,0.0584957,0.0133513,0.774047,0.0129814
1e-05,0.15,0.15,0.5,80,0.224399,0.0584957,0.0133513,0.744531,0.0236352
1e-05,0.15,0.15,0.5,81,0.224399,0.0584957,0.0133513,0.756648,0.0160238
1e-05,0.15,0.15,0.5,82,0.224399,0.0584957,0.0133513,0.804652,0.0125799
1e-05,0.15,0.15,0.5,83,0.224399,0.0584957,0.0133513,0.748263,0.0106438
1e-05,0.15,0.15,0.5,84,0.224399,0.0584957,0.0133513,0.789813,0.0166093
1e-05,0.15,0.15,0.5,85,0.224399,0.0584957,0.0133513,0.766316,0.0143625
1e-05,0.15,0.15,0.5,86,0.224399,0.0584957,0.0133513,0.761563,0.0174037
1e-05,0.15,0.15,0.5,87,0.224399,0.0584957,0.0133513,0.790746,0.0167382
1e-05,0.15,0.15,0.5,88,0.224399,0.0584957,0.0133513,0.786541,0.0141704
1e-05,0.15,0.15,0.5,89,0.224399,0.0584957,0.0133513,0.809405,0.016175
1e-05,0.15,0.15,0.5,90,0.224399,0.0584957,0.0133513,0.776161,0.01127
1e-05,0.15,0.15,0.5,91,0.224399,0.0584957,0.0133513,0.78053,0.0107592
1e-05,0.15,0.15,0.5,92,0.224399,0.0584957,0.0133513,0.770135,0.0143592
1e-05,0.15,0.15,0.5,93,0.224399,0.0584957,0.0133513,0.805318,0.0113608
1e-05,0.15,0.15,0.5,94,0.224399,0.0584957,0.0133513,0.826314,0.00808605
1e-05,0.15,0.15,0.5,95,0.224399,0.0584957,0.0133513,0.781577,0.0109982
1e-05,0.15,0.15,0.5,96,0.224399,0.0584957,0.0133513,0.768228,0.0104474
1e-05,0.15,0.15,0.5,97,0.224399,0.0584957,0.0133513,0.773181,0.0122156
1e-05,0.15,0.15,0.5,98,0.224399,0.0584957,0.0133513,0.812604,0.00748277
1e-05,0.15,0.15,0.5,99,0.224399,0.0584957,0.0133513,0.74014,0.0214085
1e-05,0.15,0.15,0.5,100,0.224399,0.0584957,0.0133513,0.758542,0.0213284
1e-05,0.15,0.15,0.5,1,0.299199,0.0573344,0.0176853,0.799224,0.0114793
1e-05,0.15,0.15,0.5,2,0.299199,0.0573344,0.0176853,0.808653,0.0153499
1e-05,0.15,0.15,0.5,3,0.299199,0.0573344,0.0176853,0.81765,0.0129777
1e-05,0.15,0.15,0.5,4,0.299199,0.0573344,0.0176853,0.727101,0.0308332
1e-05,0.15,0.15,0.5,5,0.299199,0.0573344,0.0176853,0.76387,0.0188539
1e-05,0.15,0.15,0.5,6,0.299199,0.0573344,0.0176853,0.790628,0.0128836
1e-05,0.15,0.15,0.5,7,0.299199,0.0573344,0.0176853,0.760309,0.0168965
1e-05,0.15,0.15,0.5,8,0.299199,0.0573344,0.0176853,0.743165,0.0178596
1e-05,0.15,0.15,0.5,9,0.299199,0.0573344,0.0176853,0.768048,0.0135987
1e-05,0.15,0.15,0.5,10,0.299199,0.0573344,0.0176853,0.739907,0.0222924
1e-05,0.15,0.15,0.5,11,0.299199,0.0573344,0.0176853,0.74606,0.0315047
1e-05,0.15,0.15,0.5,12,0.299199,0.0573344,0.0176853,0.774056,0.0262201
1e-05,0.15,0.15,0.5,13,0.299199,0.0573344,0.0176853,0.757073,0.0235001
1e-05,0.15,0.15,0.5,14,0.299199,0.0573344,0.0176853,0.774365,0.0151092
1e-05,0.15,0.15,0.5,15,0.299199,0.0573344,0.0176853,0.794754,0.0117722
1e-05,0.15,0.15,0.5,16,0.299199,0.0573344,0.0176853,0.773419,0.0233268
1e-05,0.15,0.15,0.5,17,0.299199,0.0573344,0.0176853,0.653875,0.0316253
1e-05,0.15,0.15,0.5,18,0.299199,0.0573344,0.0176853,0.785825,0.0157423
1e-05,0.15,0.15,0.5,19,0.299199,0.0573344,0.0176853,0.79155,0.0116263
1e-05,0.15,0.15,0.5,20,0.299199,0.0573344,0.0176853,0.763194,0.0155589
1e-05,0.15,0.15,0.5,21,0.299199,0.0573344,0.0176853,0.758121,0.0197284
1e-05,0.15,0.15,0.5,22,0.299199,0.0573344,0.0176853,0.758888,0.0288193
1e-05,0.15,0.15,0.5,23,0.299199,0.0573344,0.0176853,0.75226,0.0192175
1e-05,0.15,0.15,0.5,24,0.299199,0.0573344,0.0176853,0.760963,0.0197484
1e-05,0.15,0.15,0.5,25,0.299199,0.0573344,0.0176853,0.723809,0.0421697
1e-05,0.15,0.15,0.5,26,0.299199,0.0573344,0.0176853,0.808871,0.0205188
1e-05,0.15,0.15,0.5,27,0.299199,0.0573344,0.0176853,0.732693,0.0604524
1e-05,0.15,0.15,0.5,28,0.299199,0.0573344,0.0176853,0.807145,0.0117676
1e-05,0.15,0.15,0.5,29,0.299199,0.0573344,0.0176853,0.766342,0.016691
1e-05,0.15,0.15,0.5,30,0.299199,0.0573344,0.0176853,0.762776,0.0155698
1e-05,0.15,0.15,0.5,31,0.299199,0.0573344,0.0176853,0.755682,0.0214714
1e-05,0.15,0.15,0.5,32,0.299199,0.0573344,0.0176853,0.736828,0.0150315
1e-05,0.15,0.15,0.5,33,0.299199,0.0573344,0.0176853,0.748082,0.030563
1e-05,0.15,0.15,0.5,34,0.299199,0.0573344,0.0176853,0.796938,0.0150072
1e-05,0.15,0.15,0.5,35,0.299199,0.0573344,0.0176853,0.785043,0.0117056
1e-05,0.15,0.15,0.5,36,0.299199,0.0573344,0.0176853,0.734257,0.0286167
1e-05,0.15,0.15,0.5,37,0.299199,0.0573344,0.0176853,0.738364,0.0227882
1e-05,0.15,0.15,0.5,38,0.299199,0.0573344,0.0176853,0.720614,0.0248254
1e-05,0.15,0.15,0.5,39,0.299199,0.0573344,0.0176853,0.759305,0.0159584
1e-05,0.15,0.15,0.5,40,0.299199,0.0573344,0.0176853,0.795593,0.0120696
1e-05,0.15,0.15,0.5,41,0.299199,0.0573344,0.0176853,0.810798,0.0175192
1e-05,0.15,0.15,0.5,42,0.299199,0.0573344,0.0176853,0.778444,0.0223235
1e-05,0.15,0.15,0.5,43,0.299199,0.0573344,0.0176853,0.72943,0.0200472
1e-05,0.15,0.15,0.5,44,0.299199,0.0573344,0.0176853,0.793463,0.0150543
1e-05,0.15,0.15,0.5,45,0.299199,0.0573344,0.0176853,0.782847,0.0172813
1e-05,0.15,0.15,0.5,46,0.299199,0.0573344,0.0176853,0.727021,0.0239199
1e-05,0.15,0.15,0.5,47,0.299199,0.0573344,0.0176853,0.767631,0.0206393
1e-05,0.15,0.15,0.5,48,0.299199,0.0573344,0.0176853,0.740543,0.019898
1e-05,0.15,0.15,0.5,49,0.299199,0.0573344,0.0176853,0.798385,0.00678684
1e-05,0.15,0.15,0.5,50,0.299199,0.0573344,0.0176853,0.770933,0.02364
1e-05,0.15,0.15,0.5,51,0.299199,0.0573344,0.0176853,0.79411,0.0202083
1e-05,0.15,0.15,0.5,52,0.299199,0.0573344,0.0176853,0.780202,0.00950567
1e-05,0.15,0.15,0.5,53,0.299199,0.0573344,0.0176853,0.748812,0.0171314
1e-05,0.15,0.15,0.5,54,0.299199,0.0573344,0.0176853,0.683363,0.0423123
1e-05,0.15,0.15,0.5,55,0.299199,0.0573344,0.0176853,0.760313,0.0131316
1e-05,0.15,0.15,0.5,56,0.299199,0.0573344,0.0176853,0.759156,0.0182103
1e-05,0.15,0.15,0.5,57,0.299199,0.0573344,0.0176853,0.761545,0.0377259
1e-05,0.15,0.15,0.5,58,0.299199,0.0573344,0.0176853,0.823783,0.00982476
1e-05,0.15,0.15,0.5,59,0.299199,0.0573344,0.0176853,0.759017,0.0227396
1e-05,0.15,0.15,0.5,60,0.299199,0.0573344,0.0176853,0.778046,0.0209179
1e-05,0.15,0.15,0.5,61,0.299199,0.0573344,0.0176853,0.753938,0.0184342
1e-05,0.15,0.15,0.5,62,0.299199,0.0573344,0.0176853,0.807516,0.0112408
1e-05,0.15,0.15,0.5,63,0.299199,0.0573344,0.0176853,0.737184,0.0269839
1e-05,0.15,0.15,0.5,64,0.299199,0.0573344,0.0176853,0.802106,0.0213049
1e-05,0.15,0.15,0.5,65,0.299199,0.0573344,0.0176853,0.796954,0.0152225
1e-05,0.15,0.15,0.5,66,0.299199,0.0573344,0.0176853,0.775197,0.0159978
1e-05,0.15,0.15,0.5,67,0.299199,0.0573344,0.0176853,0.813204,0.0181338
1e-05,0.15,0.15,0.5,68,0.299199,0.0573344,0.0176853,0.771533,0.0161952
1e-05,0.15,0.15,0.5,69,0.299199,0.0573344,0.0176853,0.78309,0.016048
1e-05,0.15,0.15,0.5,70,0.299199,0.0573344,0.0176853,0.727904,0.0244479
1e-05,0.15,0.15,0.5,71,0.299199,0.0573344,0.0176853,0.771853,0.0149233
1e-05,0.15,0.15,0.5,72,0.299199,0.0573344,0.0176853,0.751825,0.0346755
1e-05,0.15,0.15,0.5,73,0.299199,0.0573344,0.0176853,0.751539,0.0163327
1e-05,0.15,0.15,0.5,74,0.299199,0.0573344,0.0176853,0.750765,0.010421
1e-05,0.15,0.15,0.5,75,0.299199,0.0573344,0.0176853,0.789765,0.0274492
1e-05,0.15,0.15,0.5,76,0.299199,0.0573344,0.0176853,0.758923,0.0221309
1e-05,0.15,0.15,0.5,77,0.299199,0.0573344,0.0176853,0.724441,0.0248595
1e-05,0.15,0.15,0.5,78,0.299199,0.0573344,0.0176853,0.691104,0.0301495
1e-05,0.15,0.15,0.5,79,0.299199,0.0573344,0.0176853,0.743223,0.0254046
1e-05,0.15,0.15,0.5,80,0.299199,0.0573344,0.0176853,0.751005,0.0221813
1e-05,0.15,0.15,0.5,81,0.299199,0.0573344,0.0176853,0.816843,0.0161067
1e-05,0.15,0.15,0.5,82,0.299199,0.0573344,0.0176853,0.754389,0.0197212
1e-05,0.15,0.15,0.5,83,0.299199,0.0573344,0.0176853,0.799807,0.0156911
1e-05,0.15,0.15,0.5,84,0.299199,0.0573344,0.0176853,0.739641,0.0185763
1e-05,0.15,0.15,0.5,85,0.299199,0.0573344,0.0176853,0.756613,0.0283743
1e-05,0.15,0.15,0.5,86,0.299199,0.0573344,0.0176853,0.768917,0.0143275
1e-05,0.15,0.15,0.5,87,0.299199,0.0573344,0.0176853,0.800222,0.0167603
1e-05,0.15,0.15,0.5,88,0.299199,0.0573344,0.0176853,0.769928,0.0200965
1e-05,0.15,0.15,0.5,89,0.299199,0.0573344,0.0176853,0.772602,0.021335
1e-05,0.15,0.15,0.5,90,0.299199,0.0573344,0.0176853,0.785583,0.0217378
1e-05,0.15,0.15,0.5,91,0.299199,0.0573344,0.0176853,0.738488,0.0186265
1e-05,0.15,0.15,0.5,92,0.299199,0.0573344,0.0176853,0.780184,0.0144167
1e-05,0.15,0.15,0.5,93,0.299199,0.0573344,0.0176853,0.753217,0.0123076
1e-05,0.15,0.15,0.5,94,0.299199,0.0573344,0.0176853,0.772831,0.0248048
1e-05,0.15,0.15,0.5,95,0.299199,0.0573344,0.0176853,0.756342,0.0278092
1e-05,0.15,0.15,0.5,96,0.299199,0.0573344,0.0176853,0.765185,0.0143346
1e-05,0.15,0.15,0.5,97,0.299199,0.0573344,0.0176853,0.792401,0.0317696
1e-05,0.15,0.15,0.5,98,0.299199,0.0573344,0.0176853,0.782608,0.0143432
1e-05,0.15,0.15,0.5,99,0.299199,0.0573344,0.0176853,0.781934,0.0159964
1e-05,0.15,0.15,0.5,100,0.299199,0.0573344,0.0176853,0.768053,0.0177489
1e-05,0.15,0.15,0.5,1,0.373999,0.0558524,0.0219205,0.759744,0.0292648
1e-05,0.15,0.15,0.5,2,0.373999,0.0558524,0.0219205,0.748133,0.0335802
1e-05,0.15,0.15,0.5,3,0.373999,0.0558524,0.0219205,0.754864,0.0339237
1e-05,0.15,0.15,0.5,4,0.373999,0.0558524,0.0219205,0.793345,0.0209665
1e-05,0.15,0.15,0.5,5,0.373999,0.0558524,0.0219205,0.800808,0.0136745
1e-05,0.15,0.15,0.5,6,0.373999,0.0558524,0.0219205,0.708769,0.0216639
1e-05,0.15,0.15,0.5,7,0.373999,0.0558524,0.0219205,0.730266,0.035053
1e-05,0.15,0.15,0.5,8,0.373999,0.0558524,0.0219205,0.759703,0.0277952
1e-05,0.15,0.15,0.5,9,0.373999,0.0558524,0.0219205,0.760516,0.0261629
1e-05,0.15,0.15,0.5,10,0.373999,0.0558524,0.0219205,0.779641,0.0144573
1e-05,0.15,0.15,0.5,11,0.373999,0.0558524,0.0219205,0.770161,0.024417
1e-05,0.15,0.15,0.5,12,0.373999,0.0558524,0.0219205,0.77599,0.0217118
1e-05,0.15,0.15,0.5,13,0.373999,0.0558524,0.0219205,0.736007,0.030155
1e-05,0.15,0.15,0.5,14,0.373999,0.0558524,0.0219205,0.813242,0.0175764
1e-05,0.15,0.15,0.5,15,0.373999,0.0558524,0.0219205,0.743679,0.0169082
