dt,beta,g,tau,trial,initMacro,initCoral,initTurf,macroalgae,coral,turf,lgMacro,lgCoral,lgTurf
0.000100,0.100000,0.300000,0.500000,1166,0.282636,0.249101,0.468264,0.611705,0.000163,0.388132,0.623578,0.000111,0.376311
0.000100,0.100000,0.300000,0.500000,1167,0.282636,0.249101,0.468264,0.615027,0.000143,0.384830,0.624760,0.000075,0.375165
0.000100,0.100000,0.300000,0.500000,1168,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.559999,0.440001
0.000100,0.100000,0.300000,0.500000,1169,0.282636,0.249101,0.468264,0.526319,0.000010,0.473671,0.587835,0.000008,0.412157
0.000100,0.100000,0.300000,0.500000,1170,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1171,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1172,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1173,0.282636,0.249101,0.468264,0.553846,0.000069,0.446085,0.599944,0.000041,0.400015
0.000100,0.100000,0.300000,0.500000,1174,0.282636,0.249101,0.468264,0.791125,0.001796,0.207079,0.682011,0.000214,0.317776
0.000100,0.100000,0.300000,0.500000,1175,0.282636,0.249101,0.468264,0.560391,0.000177,0.439432,0.602738,0.000077,0.397185
0.000100,0.100000,0.300000,0.500000,1176,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1177,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1178,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1179,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1180,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1181,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.635315,0.002687,0.361998
0.000100,0.100000,0.300000,0.500000,1182,0.282636,0.249101,0.468264,0.536796,0.000053,0.463151,0.592382,0.000053,0.407564
0.000100,0.100000,0.300000,0.500000,1183,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1184,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1185,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1186,0.282636,0.249101,0.468264,0.581226,0.000018,0.418756,0.611208,0.000020,0.388772
0.000100,0.100000,0.300000,0.500000,1187,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1188,0.282636,0.249101,0.468264,0.650007,0.000078,0.349915,0.637210,0.000077,0.362714
0.000100,0.100000,0.300000,0.500000,1189,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1190,0.282636,0.249101,0.468264,0.693108,0.000025,0.306867,0.652245,0.000026,0.347728
0.000100,0.100000,0.300000,0.500000,1191,0.282636,0.249101,0.468264,0.681832,0.000066,0.318102,0.647930,0.000059,0.352011
0.000100,0.100000,0.300000,0.500000,1192,0.282636,0.249101,0.468264,0.761807,0.000001,0.238191,0.672969,0.000003,0.327027
0.000100,0.100000,0.300000,0.500000,1193,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1194,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1195,0.282636,0.249101,0.468264,0.589603,0.001632,0.408765,0.615559,0.000270,0.384171
0.000100,0.100000,0.300000,0.500000,1196,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1197,0.282636,0.249101,0.468264,0.585426,0.000008,0.414566,0.612905,0.000007,0.387088
0.000100,0.100000,0.300000,0.500000,1198,0.282636,0.249101,0.468264,0.584552,0.000008,0.415441,0.612441,0.000021,0.387538
0.000100,0.100000,0.300000,0.500000,1199,0.282636,0.249101,0.468264,0.561960,0.019635,0.418406,0.614506,0.000437,0.385057
0.000100,0.100000,0.300000,0.500000,1200,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1201,0.282636,0.249101,0.468264,0.652073,0.000006,0.347921,0.638177,0.000018,0.361806
0.000100,0.100000,0.300000,0.500000,1202,0.282636,0.249101,0.468264,0.616838,0.001300,0.381862,0.626087,0.000284,0.373629
0.000100,0.100000,0.300000,0.500000,1203,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1204,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.627317,0.000933,0.371750
0.000100,0.100000,0.300000,0.500000,1205,0.282636,0.249101,0.468264,0.750325,0.000186,0.249488,0.669543,0.000070,0.330387
0.000100,0.100000,0.300000,0.500000,1206,0.282636,0.249101,0.468264,0.513428,0.000108,0.486465,0.581738,0.000069,0.418192
0.000100,0.100000,0.300000,0.500000,1207,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1208,0.282636,0.249101,0.468264,0.774840,0.000029,0.225131,0.676878,0.000048,0.323073
0.000100,0.100000,0.300000,0.500000,1209,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.559999,0.440000
0.000100,0.100000,0.300000,0.500000,1210,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1211,0.282636,0.249101,0.468264,0.503220,0.000037,0.496743,0.576905,0.000040,0.423054
0.000100,0.100000,0.300000,0.500000,1212,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1213,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1214,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1215,0.282636,0.249101,0.468264,0.567320,0.000034,0.432646,0.605554,0.000020,0.394426
0.000100,0.100000,0.300000,0.500000,1216,0.282636,0.249101,0.468264,0.680365,0.000045,0.319590,0.647471,0.000048,0.352482
0.000100,0.100000,0.300000,0.500000,1217,0.282636,0.249101,0.468264,0.611448,0.000047,0.388505,0.623414,0.000037,0.376549
0.000100,0.100000,0.300000,0.500000,1218,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1219,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1220,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1221,0.282636,0.249101,0.468264,0.608826,0.000050,0.391123,0.622743,0.000032,0.377225
0.000100,0.100000,0.300000,0.500000,1222,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1223,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1224,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1225,0.282636,0.249101,0.468264,0.643864,0.000040,0.356096,0.634891,0.000045,0.365063
0.000100,0.100000,0.300000,0.500000,1226,0.282636,0.249101,0.468264,0.579064,0.000303,0.420633,0.610289,0.000096,0.389615
0.000100,0.100000,0.300000,0.500000,1227,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1228,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1229,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1230,0.282636,0.249101,0.468264,0.672524,0.000224,0.327252,0.645142,0.000070,0.354788
0.000100,0.100000,0.300000,0.500000,1231,0.282636,0.249101,0.468264,0.657302,0.000071,0.342628,0.639828,0.000034,0.360138
0.000100,0.100000,0.300000,0.500000,1232,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1233,0.282636,0.249101,0.468264,0.637579,0.000042,0.362379,0.633073,0.000030,0.366897
0.000100,0.100000,0.300000,0.500000,1234,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1235,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.405798,0.168231,0.425971
0.000100,0.100000,0.300000,0.500000,1236,0.282636,0.249101,0.468264,0.697620,0.001451,0.300929,0.653791,0.000275,0.345934
0.000100,0.100000,0.300000,0.500000,1237,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000014,0.559890,0.440096
0.000100,0.100000,0.300000,0.500000,1238,0.282636,0.249101,0.468264,0.577107,0.000046,0.422847,0.609606,0.000036,0.390358
0.000100,0.100000,0.300000,0.500000,1239,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.603102,0.011936,0.384962
0.000100,0.100000,0.300000,0.500000,1240,0.282636,0.249101,0.468264,0.000000,0.559999,0.440001,0.601767,0.001383,0.396850
0.000100,0.100000,0.300000,0.500000,1241,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1242,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.590071,0.047341,0.362588
0.000100,0.100000,0.300000,0.500000,1243,0.282636,0.249101,0.468264,0.589958,0.000113,0.409929,0.614532,0.000072,0.385396
0.000100,0.100000,0.300000,0.500000,1244,0.282636,0.249101,0.468264,0.592326,0.002840,0.404833,0.616883,0.000436,0.382681
0.000100,0.100000,0.300000,0.500000,1245,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1246,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1247,0.282636,0.249101,0.468264,0.726482,0.000042,0.273476,0.662955,0.000041,0.337004
0.000100,0.100000,0.300000,0.500000,1248,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1249,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1250,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1251,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1252,0.282636,0.249101,0.468264,0.538451,0.000012,0.461536,0.593161,0.000014,0.406826
0.000100,0.100000,0.300000,0.500000,1253,0.282636,0.249101,0.468264,0.000070,0.559718,0.440211,0.625182,0.000887,0.373931
0.000100,0.100000,0.300000,0.500000,1254,0.282636,0.249101,0.468264,0.625089,0.000027,0.374883,0.628560,0.000014,0.371426
0.000100,0.100000,0.300000,0.500000,1255,0.282636,0.249101,0.468264,0.625013,0.000007,0.374980,0.628417,0.000023,0.371560
0.000100,0.100000,0.300000,0.500000,1256,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000122,0.559329,0.440548
0.000100,0.100000,0.300000,0.500000,1257,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1258,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1259,0.282636,0.249101,0.468264,0.613689,0.000050,0.386260,0.623768,0.000023,0.376209
0.000100,0.100000,0.300000,0.500000,1260,0.282636,0.249101,0.468264,0.589609,0.000019,0.410372,0.614486,0.000017,0.385496
0.000100,0.100000,0.300000,0.500000,1261,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.610026,0.024187,0.365787
0.000100,0.100000,0.300000,0.500000,1262,0.282636,0.249101,0.468264,0.648456,0.000372,0.351171,0.636931,0.000141,0.362928
0.000100,0.100000,0.300000,0.500000,1263,0.282636,0.249101,0.468264,0.626373,0.000017,0.373610,0.628659,0.000029,0.371313
0.000100,0.100000,0.300000,0.500000,1264,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1265,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1266,0.282636,0.249101,0.468264,0.589654,0.000045,0.410301,0.614600,0.000044,0.385356
0.000100,0.100000,0.300000,0.500000,1267,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1268,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.571714,0.002869,0.425417
0.000100,0.100000,0.300000,0.500000,1269,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1270,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1271,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1272,0.282636,0.249101,0.468264,0.590039,0.000007,0.409954,0.615531,0.000012,0.384457
0.000100,0.100000,0.300000,0.500000,1273,0.282636,0.249101,0.468264,0.513135,0.000041,0.486824,0.581540,0.000045,0.418415
0.000100,0.100000,0.300000,0.500000,1274,0.282636,0.249101,0.468264,0.635161,0.000071,0.364769,0.632067,0.000026,0.367907
0.000100,0.100000,0.300000,0.500000,1275,0.282636,0.249101,0.468264,0.715336,0.000017,0.284648,0.658841,0.000036,0.341123
0.000100,0.100000,0.300000,0.500000,1276,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1277,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1278,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.612377,0.010751,0.376872
0.000100,0.100000,0.300000,0.500000,1279,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1280,0.282636,0.249101,0.468264,0.717429,0.000010,0.282561,0.659979,0.000011,0.340010
0.000100,0.100000,0.300000,0.500000,1281,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1282,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1283,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1284,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1285,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.619663,0.002876,0.377462
0.000100,0.100000,0.300000,0.500000,1286,0.282636,0.249101,0.468264,0.636971,0.000617,0.362412,0.632531,0.000212,0.367257
0.000100,0.100000,0.300000,0.500000,1287,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1288,0.282636,0.249101,0.468264,0.598709,0.000138,0.401153,0.618266,0.000097,0.381636
0.000100,0.100000,0.300000,0.500000,1289,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1290,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1291,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1292,0.282636,0.249101,0.468264,0.000002,0.559990,0.440008,0.652189,0.001379,0.346432
0.000100,0.100000,0.300000,0.500000,1293,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1294,0.282636,0.249101,0.468264,0.525949,0.000022,0.474028,0.587455,0.000032,0.412513
0.000100,0.100000,0.300000,0.500000,1295,0.282636,0.249101,0.468264,0.601103,0.001293,0.397605,0.619890,0.000284,0.379825
0.000100,0.100000,0.300000,0.500000,1296,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1297,0.282636,0.249101,0.468264,0.510352,0.000022,0.489627,0.580449,0.000025,0.419526
0.000100,0.100000,0.300000,0.500000,1298,0.282636,0.249101,0.468264,0.670124,0.000193,0.329683,0.644169,0.000127,0.355703
0.000100,0.100000,0.300000,0.500000,1299,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1300,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.607469,0.001177,0.391354
0.000100,0.100000,0.300000,0.500000,1301,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1302,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1303,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1304,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1305,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1306,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1307,0.282636,0.249101,0.468264,0.636649,0.000008,0.363343,0.632619,0.000010,0.367371
0.000100,0.100000,0.300000,0.500000,1308,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1309,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.653375,0.001464,0.345161
0.000100,0.100000,0.300000,0.500000,1310,0.282636,0.249101,0.468264,0.717604,0.000275,0.282121,0.660131,0.000122,0.339747
0.000100,0.100000,0.300000,0.500000,1311,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1312,0.282636,0.249101,0.468264,0.643468,0.000563,0.355970,0.635074,0.000156,0.364771
0.000100,0.100000,0.300000,0.500000,1313,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.649631,0.018090,0.332279
0.000100,0.100000,0.300000,0.500000,1314,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1315,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1316,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1317,0.282636,0.249101,0.468264,0.766382,0.000117,0.233501,0.674398,0.000098,0.325504
0.000100,0.100000,0.300000,0.500000,1318,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1319,0.282636,0.249101,0.468264,0.585895,0.000050,0.414055,0.613727,0.000031,0.386242
0.000100,0.100000,0.300000,0.500000,1320,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.578004,0.033092,0.388904
0.000100,0.100000,0.300000,0.500000,1321,0.282636,0.249101,0.468264,0.568876,0.000201,0.430923,0.606160,0.000080,0.393760
0.000100,0.100000,0.300000,0.500000,1322,0.282636,0.249101,0.468264,0.735220,0.000038,0.264743,0.665602,0.000014,0.334383
0.000100,0.100000,0.300000,0.500000,1323,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.598275,0.001386,0.400339
0.000100,0.100000,0.300000,0.500000,1324,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1325,0.282636,0.249101,0.468264,0.577534,0.000004,0.422462,0.610133,0.000009,0.389858
0.000100,0.100000,0.300000,0.500000,1326,0.282636,0.249101,0.468264,0.637407,0.000011,0.362582,0.632568,0.000012,0.367420
0.000100,0.100000,0.300000,0.500000,1327,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1328,0.282636,0.249101,0.468264,0.636543,0.000232,0.363225,0.632309,0.000127,0.367564
0.000100,0.100000,0.300000,0.500000,1329,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.657017,0.004789,0.338194
0.000100,0.100000,0.300000,0.500000,1330,0.282636,0.249101,0.468264,0.568761,0.000268,0.430971,0.605993,0.000137,0.393870
0.000100,0.100000,0.300000,0.500000,1331,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1332,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1333,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1334,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1335,0.282636,0.249101,0.468264,0.663399,0.000119,0.336482,0.642288,0.000096,0.357616
0.000100,0.100000,0.300000,0.500000,1336,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1337,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1338,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1339,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.016679,0.517910,0.465411
0.000100,0.100000,0.300000,0.500000,1340,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1341,0.282636,0.249101,0.468264,0.000000,0.559999,0.440001,0.597573,0.001278,0.401149
0.000100,0.100000,0.300000,0.500000,1342,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1343,0.282636,0.249101,0.468264,0.635151,0.000512,0.364337,0.632021,0.000231,0.367748
0.000100,0.100000,0.300000,0.500000,1344,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1345,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1346,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1347,0.282636,0.249101,0.468264,0.581653,0.000064,0.418283,0.611184,0.000031,0.388784
0.000100,0.100000,0.300000,0.500000,1348,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1349,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1350,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1351,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.600383,0.004436,0.395181
0.000100,0.100000,0.300000,0.500000,1352,0.282636,0.249101,0.468264,0.578156,0.000085,0.421759,0.610154,0.000063,0.389782
0.000100,0.100000,0.300000,0.500000,1353,0.282636,0.249101,0.468264,0.632538,0.000012,0.367450,0.631067,0.000016,0.368917
0.000100,0.100000,0.300000,0.500000,1354,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1355,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1356,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1357,0.282636,0.249101,0.468264,0.590798,0.000344,0.408858,0.615090,0.000117,0.384793
0.000100,0.100000,0.300000,0.500000,1358,0.282636,0.249101,0.468264,0.647209,0.002452,0.350340,0.637197,0.000390,0.362413
0.000100,0.100000,0.300000,0.500000,1359,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1360,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1361,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1362,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1363,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1364,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.597845,0.002575,0.399580
0.000100,0.100000,0.300000,0.500000,1365,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1366,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1367,0.282636,0.249101,0.468264,0.570312,0.000003,0.429685,0.607103,0.000006,0.392891
0.000100,0.100000,0.300000,0.500000,1368,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1369,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
0.000100,0.100000,0.300000,0.500000,1370,0.282636,0.249101,0.468264,0.000000,0.560000,0.440000,0.000000,0.560000,0.440000
