dt,beta,g,tau,trial,theta,initMacro,initCoral,initTurf,lgMacro,lgCoral
1e-05,0.2,0.2,0.5,196,0.0981748,0.68357,2.57052e-14,0.31643,0.780622,2.04038e-15
1e-05,0.2,0.2,0.5,198,0.0981748,0.791529,2.38518e-15,0.208471,0.742907,0.00158896
1e-05,0.2,0.2,0.5,197,0.0981748,0.791397,2.38518e-15,0.208603,0.76016,0.00139143
1e-05,0.2,0.2,0.5,199,0.0981748,0.754053,0.0015965,0.24435,0.724495,2.0458e-05
1e-05,0.2,0.2,0.5,200,0.0981748,0.753948,0.0015965,0.244456,0.665026,1.90843e-05
1e-05,0.2,0.2,0.5,201,0.0981748,0.731651,2.11412e-05,0.268328,0.00205985,0.553788
1e-05,0.2,0.2,0.5,202,0.0981748,0.731603,2.11412e-05,0.268376,0.00184345,0.555274
1e-05,0.2,0.2,0.5,204,0.0981748,0.00193161,0.554418,0.44365,2.93274e-09,0.56
1e-05,0.2,0.2,0.5,203,0.0981748,0.00193159,0.554418,0.44365,3.46896e-09,0.56
1e-05,0.2,0.2,0.5,206,0.0981748,0,0.56,0.44,1.70257e-13,0.56
1e-05,0.2,0.2,0.5,205,0.0981748,2.74142e-09,0.56,0.44,1.78061e-13,0.56
1e-05,0.2,0.2,0.5,207,0.0981748,2.53707e-13,0.56,0.44,0.75882,2.61804e-06
1e-05,0.2,0.2,0.5,208,0.0981748,0,0.56,0.44,0.780017,2.61588e-06
1e-05,0.2,0.2,0.5,209,0.0981748,0.76766,2.99199e-06,0.232337,0.543541,0.00106392
1e-05,0.2,0.2,0.5,210,0.0981748,0.767516,2.99199e-06,0.232481,0.647351,0.00100465
1e-05,0.2,0.2,0.5,211,0.0981748,0.552245,0.00105234,0.446703,0.575795,0.000127946
1e-05,0.2,0.2,0.5,212,0.0981748,0.552256,0.00105234,0.446691,0.611991,0.000125901
1e-05,0.2,0.2,0.5,214,0.0981748,0.639948,0.000131848,0.359921,0.697276,0.0312268
1e-05,0.2,0.2,0.5,213,0.0981748,0.640384,0.000131848,0.359484,0.82702,0.021858
1e-05,0.2,0.2,0.5,216,0.0981748,0.772714,0.0259571,0.201329,0.580547,7.76328e-06
1e-05,0.2,0.2,0.5,215,0.0981748,0.772679,0.0259571,0.201364,0.596385,7.30804e-06
1e-05,0.2,0.2,0.5,218,0.0981748,0.579048,7.64455e-06,0.420944,0.50581,8.57153e-09
1e-05,0.2,0.2,0.5,217,0.0981748,0.57888,7.64455e-06,0.421113,0.54013,8.54139e-09
1e-05,0.2,0.2,0.5,219,0.0981748,0.554695,8.61056e-09,0.445305,0.619572,1.70915e-11
1e-05,0.2,0.2,0.5,220,0.0981748,0.554613,8.61056e-09,0.445387,0.585496,1.58217e-11
1e-05,0.2,0.2,0.5,221,0.0981748,0.627895,1.6551e-11,0.372105,0.711154,4.35874e-15
1e-05,0.2,0.2,0.5,222,0.0981748,0.627868,1.6551e-11,0.372132,0.804275,2.47501e-15
1e-05,0.2,0.2,0.5,224,0.0981748,0.758171,2.89964e-15,0.241829,0.737421,1.93603e-18
1e-05,0.2,0.2,0.5,223,0.0981748,0.757696,2.89964e-15,0.242304,0.75451,1.65739e-18
1e-05,0.2,0.2,0.5,225,0.0981748,0.741338,1.88894e-18,0.258662,0.806448,2.994e-21
1e-05,0.2,0.2,0.5,226,0.0981748,0.741385,1.88894e-18,0.258615,0.785221,1.95903e-21
1e-05,0.2,0.2,0.5,228,0.0981748,0.802656,2.2878e-21,0.197344,0.503846,1.15004e-23
1e-05,0.2,0.2,0.5,227,0.0981748,0.802546,2.2878e-21,0.197454,0.628942,1.06768e-23
1e-05,0.2,0.2,0.5,230,0.0981748,0.588747,1.12808e-23,0.411253,3.61451e-05,0.559906
1e-05,0.2,0.2,0.5,229,0.0981748,0.588789,1.12808e-23,0.411211,3.29585e-05,0.55992
1e-05,0.2,0.2,0.5,232,0.0981748,3.78482e-05,0.559905,0.440057,1.21847e-14,0.56
1e-05,0.2,0.2,0.5,231,0.0981748,3.79809e-05,0.559905,0.440057,1.17068e-14,0.56
1e-05,0.2,0.2,0.5,233,0.0981748,1.34847e-14,0.56,0.44,3.30309e-14,0.56
1e-05,0.2,0.2,0.5,234,0.0981748,0,0.56,0.44,3.64887e-14,0.56
1e-05,0.2,0.2,0.5,236,0.0981748,0,0.56,0.44,3.07702e-17,0.56
1e-05,0.2,0.2,0.5,235,0.0981748,3.55615e-14,0.56,0.44,3.14457e-17,0.56
1e-05,0.2,0.2,0.5,237,0.0981748,2.83375e-17,0.56,0.44,5.75142e-15,0.56
1e-05,0.2,0.2,0.5,238,0.0981748,0,0.56,0.44,5.7913e-15,0.56
1e-05,0.2,0.2,0.5,239,0.0981748,6.25258e-15,0.56,0.44,1.21904e-11,0.56
1e-05,0.2,0.2,0.5,240,0.0981748,0,0.56,0.44,1.32223e-11,0.56
1e-05,0.2,0.2,0.5,242,0.0981748,0,0.56,0.44,1.75152e-17,0.56
1e-05,0.2,0.2,0.5,241,0.0981748,1.13227e-11,0.56,0.44,8.43962e-18,0.56
1e-05,0.2,0.2,0.5,244,0.0981748,0,0.56,0.44,4.42779e-17,0.56
1e-05,0.2,0.2,0.5,243,0.0981748,1.41931e-17,0.56,0.44,3.53828e-17,0.56
1e-05,0.2,0.2,0.5,245,0.0981748,4.40158e-17,0.56,0.44,5.28331e-15,0.56
1e-05,0.2,0.2,0.5,246,0.0981748,0,0.56,0.44,5.45813e-15,0.56
1e-05,0.2,0.2,0.5,248,0.0981748,0,0.56,0.44,1.04875e-09,0.56
1e-05,0.2,0.2,0.5,247,0.0981748,5.28704e-15,0.56,0.44,7.1696e-10,0.56
1e-05,0.2,0.2,0.5,250,0.0981748,0,0.56,0.44,0,0.56
1e-05,0.2,0.2,0.5,249,0.0981748,7.58542e-10,0.56,0.44,0,0.56
1e-05,0.2,0.2,0.5,251,0.0981748,0,0.56,0.44,6.31725e-16,0.56
1e-05,0.2,0.2,0.5,252,0.0981748,0,0.56,0.44,6.04136e-16,0.56
1e-05,0.2,0.2,0.5,253,0.0981748,7.3302e-16,0.56,0.44,0.375053,0.00847612
1e-05,0.2,0.2,0.5,254,0.0981748,0,0.56,0.44,0.50609,0.00916346
1e-05,0.2,0.2,0.5,255,0.0981748,0.521048,0.00924365,0.469708,0.529047,2.1155e-05
1e-05,0.2,0.2,0.5,256,0.0981748,0.52144,0.00924365,0.469316,0.573671,2.00217e-05
1e-05,0.2,0.2,0.5,257,0.0981748,0.551297,2.0841e-05,0.448682,0.727197,4.06254e-05
1e-05,0.2,0.2,0.5,258,0.0981748,0.551509,2.0841e-05,0.44847,0.781765,2.41227e-05
1e-05,0.2,0.2,0.5,259,0.0981748,0.78512,2.79e-05,0.214852,0.61531,1.03242e-07
1e-05,0.2,0.2,0.5,260,0.0981748,0.785125,2.79e-05,0.214847,0.654409,9.05281e-08
1e-05,0.2,0.2,0.5,261,0.0981748,0.612785,9.64006e-08,0.387215,0.673867,5.73059e-11
1e-05,0.2,0.2,0.5,262,0.0981748,0.612817,9.64006e-08,0.387183,0.688451,5.45607e-11
1e-05,0.2,0.2,0.5,264,0.0981748,0.663685,6.01529e-11,0.336315,0.718775,2.80686e-13
1e-05,0.2,0.2,0.5,263,0.0981748,0.663462,6.01529e-11,0.336538,0.735961,1.63419e-13
1e-05,0.2,0.2,0.5,265,0.0981748,0.745521,1.84907e-13,0.254479,0.665065,4.26611e-16
