dt,beta,g,tau,trial,theta,initMacro,initCoral,initTurf,lgMacro,lgCoral
1e-05,1.2,0.2,0.6,1,1.37445,0.741087,1.70142e-05,0.258896,1.47185e-35,0.559012
1e-05,1.2,0.2,0.6,1,1.47262,0,0.558896,0.441104,1.56123e-73,0.56
1e-05,1.2,0.2,0.6,3,1.37445,3.05317e-35,0.558896,0.441104,4.04359e-71,0.56
1e-05,1.2,0.2,0.6,2,1.47262,2.80286e-71,0.56,0.44,2.75252e-93,0.56
1e-05,1.2,0.2,0.6,3,1.47262,0,0.56,0.44,2.42809e-93,0.56
1e-05,0.2,0.4,0.6,1,0.0981748,1.8277e-93,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,2,0.0981748,0,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,3,0.0981748,0,0.56,0.44,1.02206e-26,0.56
1e-05,0.2,0.4,0.6,1,0.19635,0,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,2,0.19635,0,0.56,0.44,5.65808e-26,0.56
1e-05,0.2,0.4,0.6,3,0.19635,0,0.56,0.44,6.44566e-27,0.56
1e-05,0.2,0.4,0.6,1,0.294524,9.68857e-27,0.56,0.44,3.13242e-23,0.56
1e-05,0.2,0.4,0.6,2,0.294524,0,0.56,0.44,2.65623e-23,0.56
1e-05,0.2,0.4,0.6,3,0.294524,3.76745e-23,0.56,0.44,2.40532e-21,0.56
1e-05,0.2,0.4,0.6,1,0.392699,0,0.56,0.44,2.4541e-21,0.56
1e-05,0.2,0.4,0.6,3,0.392699,0,0.56,0.44,1.20334e-23,0.56
1e-05,0.2,0.4,0.6,2,0.392699,2.54928e-21,0.56,0.44,2.23824e-24,0.56
1e-05,0.2,0.4,0.6,1,0.490874,2.96667e-24,0.56,0.44,8.15884e-22,0.56
1e-05,0.2,0.4,0.6,2,0.490874,0,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,3,0.490874,0,0.56,0.44,0.0474589,0.476293
1e-05,0.2,0.4,0.6,1,0.589049,0,0.56,0.44,0.0479983,0.47661
1e-05,0.2,0.4,0.6,3,0.589049,0.045427,0.473503,0.48107,2.00773e-13,0.56
1e-05,0.2,0.4,0.6,2,0.589049,0.045437,0.473503,0.48106,1.22458e-13,0.56
1e-05,0.2,0.4,0.6,2,0.687223,0,0.56,0.44,2.93256e-27,0.56
1e-05,0.2,0.4,0.6,1,0.687223,1.61853e-13,0.56,0.44,2.21815e-27,0.56
1e-05,0.2,0.4,0.6,3,0.687223,2.5799e-27,0.56,0.44,3.81147e-21,0.56
1e-05,0.2,0.4,0.6,1,0.785398,0,0.56,0.44,3.34461e-21,0.56
1e-05,0.2,0.4,0.6,2,0.785398,3.74966e-21,0.56,0.44,4.53083e-26,0.56
1e-05,0.2,0.4,0.6,3,0.785398,0,0.56,0.44,3.42732e-26,0.56
1e-05,0.2,0.4,0.6,2,0.883573,0,0.56,0.44,1.44986e-09,0.559999
1e-05,0.2,0.4,0.6,1,0.883573,3.38599e-26,0.56,0.44,1.33355e-09,0.559999
1e-05,0.2,0.4,0.6,3,0.883573,1.46962e-09,0.559999,0.440001,7.90204e-27,0.56
1e-05,0.2,0.4,0.6,1,0.981748,0,0.559999,0.440001,1.01951e-27,0.56
1e-05,0.2,0.4,0.6,2,0.981748,1.47925e-27,0.56,0.44,7.9657e-20,0.56
1e-05,0.2,0.4,0.6,3,0.981748,0,0.56,0.44,2.00465e-20,0.56
1e-05,0.2,0.4,0.6,1,1.07992,3.07392e-20,0.56,0.44,5.0626e-24,0.56
1e-05,0.2,0.4,0.6,2,1.07992,0,0.56,0.44,5.02514e-24,0.56
1e-05,0.2,0.4,0.6,3,1.07992,6.21078e-24,0.56,0.44,8.01545e-21,0.56
1e-05,0.2,0.4,0.6,1,1.1781,0,0.56,0.44,5.76285e-21,0.56
1e-05,0.2,0.4,0.6,3,1.1781,0,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,2,1.1781,6.23878e-21,0.56,0.44,0,0.56
1e-05,0.2,0.4,0.6,1,1.27627,0,0.56,0.44,1.65259e-27,0.56
1e-05,0.2,0.4,0.6,2,1.27627,0,0.56,0.44,1.61009e-27,0.56
1e-05,0.2,0.4,0.6,3,1.27627,2.03931e-27,0.56,0.44,1.80643e-30,0.56
1e-05,0.2,0.4,0.6,1,1.37445,0,0.56,0.44,1.62416e-30,0.56
1e-05,0.2,0.4,0.6,2,1.37445,2.02525e-30,0.56,0.44,4.29866e-23,0.56
1e-05,0.2,0.4,0.6,3,1.37445,0,0.56,0.44,1.54527e-23,0.56
1e-05,0.2,0.4,0.6,1,1.47262,1.88306e-23,0.56,0.44,3.27315e-25,0.56
1e-05,0.2,0.4,0.6,2,1.47262,0,0.56,0.44,3.0708e-25,0.56
1e-05,0.4,0.4,0.6,1,0.0981748,0.0597111,0.00588103,0.934408,0.0166946,0.476194
1e-05,0.2,0.4,0.6,3,1.47262,3.10757e-25,0.56,0.44,0.0060211,0.509548
1e-05,0.4,0.4,0.6,2,0.0981748,0.0070035,0.504891,0.488106,2.62049e-10,0.56
1e-05,0.4,0.4,0.6,3,0.0981748,0.00700165,0.504891,0.488108,0,0.56
1e-05,0.4,0.4,0.6,1,0.19635,0,0.56,0.44,3.22782e-18,0.56
1e-05,0.4,0.4,0.6,2,0.19635,0,0.56,0.44,0,0.56
1e-05,0.4,0.4,0.6,3,0.19635,1.1467e-18,0.56,0.44,3.28055e-16,0.56
1e-05,0.4,0.4,0.6,1,0.294524,0,0.56,0.44,3.68011e-16,0.56
1e-05,0.4,0.4,0.6,3,0.294524,0,0.56,0.44,0.453756,0.011683
1e-05,0.4,0.4,0.6,2,0.294524,2.77732e-16,0.56,0.44,0.509326,0.0116382
1e-05,0.4,0.4,0.6,2,0.392699,0.493843,0.0117007,0.494456,6.00199e-12,0.56
1e-05,0.4,0.4,0.6,1,0.392699,0.493305,0.0117007,0.494994,0,0.56
1e-05,0.4,0.4,0.6,1,0.490874,0,0.56,0.44,4.01632e-23,0.56
1e-05,0.4,0.4,0.6,3,0.392699,0,0.56,0.44,3.05819e-24,0.56
1e-05,0.4,0.4,0.6,2,0.490874,6.85098e-24,0.56,0.44,1.97218e-36,0.56
1e-05,0.4,0.4,0.6,3,0.490874,0,0.56,0.44,0,0.56
1e-05,0.4,0.4,0.6,1,0.589049,2.72404e-38,0.56,0.44,0,0.56
1e-05,0.4,0.4,0.6,2,0.589049,0,0.56,0.44,0,0.56
1e-05,0.4,0.4,0.6,3,0.589049,0,0.56,0.44,1.71996e-27,0.56
1e-05,0.4,0.4,0.6,1,0.687223,0,0.56,0.44,9.71123e-28,0.56
1e-05,0.4,0.4,0.6,3,0.687223,0,0.56,0.44,1.12872e-33,0.56
1e-05,0.4,0.4,0.6,2,0.687223,1.19522e-27,0.56,0.44,2.97637e-34,0.56
1e-05,0.4,0.4,0.6,1,0.785398,4.64186e-34,0.56,0.44,1.61857e-62,0.56
1e-05,0.4,0.4,0.6,2,0.785398,0,0.56,0.44,1.46283e-62,0.56
1e-05,0.4,0.4,0.6,3,0.785398,1.62593e-62,0.56,0.44,1.93737e-29,0.56
1e-05,0.4,0.4,0.6,1,0.883573,0,0.56,0.44,1.62697e-29,0.56
1e-05,0.4,0.4,0.6,3,0.883573,0,0.56,0.44,6.08018e-20,0.56
1e-05,0.4,0.4,0.6,2,0.883573,1.81795e-29,0.56,0.44,4.90516e-20,0.56
1e-05,0.4,0.4,0.6,1,0.981748,6.43997e-20,0.56,0.44,8.21271e-34,0.56
1e-05,0.4,0.4,0.6,2,0.981748,0,0.56,0.44,6.67621e-34,0.56
1e-05,0.4,0.4,0.6,1,1.07992,0,0.56,0.44,9.27421e-16,0.56
1e-05,0.4,0.4,0.6,3,0.981748,8.8846e-34,0.56,0.44,7.89883e-16,0.56
1e-05,0.4,0.4,0.6,3,1.07992,0,0.56,0.44,5.25122e-43,0.56
1e-05,0.4,0.4,0.6,2,1.07992,9.05749e-16,0.56,0.44,5.16282e-43,0.56
1e-05,0.4,0.4,0.6,1,1.1781,4.7499e-43,0.56,0.44,3.005e-19,0.56
1e-05,0.4,0.4,0.6,2,1.1781,0,0.56,0.44,0,0.56
1e-05,0.4,0.4,0.6,3,1.1781,0,0.56,0.44,8.65773e-46,0.56
1e-05,0.4,0.4,0.6,1,1.27627,0,0.56,0.44,5.23198e-46,0.56
1e-05,0.4,0.4,0.6,2,1.27627,8.11229e-46,0.56,0.44,9.63238e-21,0.56
1e-05,0.4,0.4,0.6,3,1.27627,0,0.56,0.44,6.64076e-21,0.56
1e-05,0.4,0.4,0.6,1,1.37445,6.5655e-21,0.56,0.44,7.5131e-48,0.56
1e-05,0.4,0.4,0.6,2,1.37445,0,0.56,0.44,3.5954e-48,0.56
1e-05,0.4,0.4,0.6,3,1.37445,5.91595e-48,0.56,0.44,1.03782e-11,0.56
1e-05,0.4,0.4,0.6,1,1.47262,0,0.56,0.44,8.06172e-12,0.56
1e-05,0.4,0.4,0.6,2,1.47262,1.07765e-11,0.56,0.44,1.14946e-30,0.56
1e-05,0.4,0.4,0.6,3,1.47262,0,0.56,0.44,1.06365e-30,0.56
1e-05,0.6,0.4,0.6,1,0.0981748,1.09906e-30,0.56,0.44,8.6472e-68,0.56
1e-05,0.6,0.4,0.6,2,0.0981748,0,0.56,0.44,6.67756e-68,0.56
1e-05,0.6,0.4,0.6,3,0.0981748,9.15103e-68,0.56,0.44,2.54162e-22,0.56
1e-05,0.6,0.4,0.6,1,0.19635,0,0.56,0.44,4.53076e-23,0.56
1e-05,0.6,0.4,0.6,2,0.19635,1.05733e-22,0.56,0.44,1.12766e-80,0.56
1e-05,0.6,0.4,0.6,3,0.19635,0,0.56,0.44,3.54601e-82,0.56
1e-05,0.6,0.4,0.6,2,0.294524,0,0.56,0.44,0.659878,0.00413472
1e-05,0.6,0.4,0.6,1,0.294524,1.32339e-81,0.56,0.44,0.402199,0.00424364
1e-05,0.6,0.4,0.6,3,0.294524,0.393735,0.00414687,0.602118,2.11638e-10,0.559971
1e-05,0.6,0.4,0.6,1,0.392699,0.392874,0.00414687,0.602979,3.24026e-10,0.559974
1e-05,0.6,0.4,0.6,2,0.392699,2.3552e-10,0.559971,0.440029,2.03582e-55,0.56
1e-05,0.6,0.4,0.6,3,0.392699,0,0.559971,0.440029,8.68697e-56,0.56
1e-05,0.6,0.4,0.6,1,0.490874,1.88982e-55,0.56,0.44,3.7027e-80,0.56
1e-05,0.6,0.4,0.6,2,0.490874,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,1,0.589049,0,0.56,0.44,2.42606e-58,0.56
1e-05,0.6,0.4,0.6,3,0.490874,0,0.56,0.44,3.13252e-58,0.56
1e-05,0.6,0.4,0.6,2,0.589049,3.30813e-58,0.56,0.44,9.29726e-29,0.559792
1e-05,0.6,0.4,0.6,3,0.589049,0,0.56,0.44,5.99212e-29,0.559917
1e-05,0.6,0.4,0.6,2,0.687223,0,0.559907,0.440093,1.06152e-59,0.559998
1e-05,0.6,0.4,0.6,1,0.687223,8.83417e-29,0.559907,0.440093,8.88337e-60,0.559998
1e-05,0.6,0.4,0.6,3,0.687223,1.58311e-59,0.559998,0.440002,3.65571e-55,0.56
1e-05,0.6,0.4,0.6,1,0.785398,0,0.559998,0.440002,3.22412e-55,0.56
1e-05,0.6,0.4,0.6,3,0.785398,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,2,0.785398,7.15641e-55,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,1,0.883573,0,0.56,0.44,9.69196e-30,0.56
1e-05,0.6,0.4,0.6,2,0.883573,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,3,0.883573,0,0.56,0.44,2.16825e-48,0.56
1e-05,0.6,0.4,0.6,1,0.981748,0,0.56,0.44,1.08481e-48,0.56
1e-05,0.6,0.4,0.6,2,0.981748,1.52609e-48,0.56,0.44,1.06982e-44,0.56
1e-05,0.6,0.4,0.6,3,0.981748,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,1,1.07992,0,0.56,0.44,1.3014e-65,0.56
1e-05,0.6,0.4,0.6,2,1.07992,0,0.56,0.44,2.10966e-65,0.56
1e-05,0.6,0.4,0.6,1,1.1781,0,0.56,0.44,2.2064e-77,0.56
1e-05,0.6,0.4,0.6,3,1.07992,2.14323e-65,0.56,0.44,2.46411e-77,0.56
1e-05,0.6,0.4,0.6,2,1.1781,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,3,1.1781,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,2,1.27627,0,0.56,0.44,1.39002e-106,0.56
1e-05,0.6,0.4,0.6,1,1.27627,0,0.56,0.44,8.84962e-107,0.56
1e-05,0.6,0.4,0.6,3,1.27627,1.71547e-106,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,1,1.37445,0,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,2,1.37445,0,0.56,0.44,1.39738e-105,0.56
1e-05,0.6,0.4,0.6,3,1.37445,0,0.56,0.44,1.08786e-105,0.56
1e-05,0.6,0.4,0.6,2,1.47262,0,0.56,0.44,7.88217e-57,0.56
1e-05,0.6,0.4,0.6,1,1.47262,7.84983e-106,0.56,0.44,0,0.56
1e-05,0.6,0.4,0.6,3,1.47262,0,0.56,0.44,0.663591,0.00253852
1e-05,0.8,0.4,0.6,1,0.0981748,0.0597111,0.00588103,0.934408,0.726466,0.00204444
1e-05,0.8,0.4,0.6,2,0.0981748,0.691294,0.00212894,0.306577,1.69362e-50,0.559988
1e-05,0.8,0.4,0.6,3,0.0981748,0.690019,0.00212894,0.307852,6.07812e-50,0.559992
1e-05,0.8,0.4,0.6,1,0.19635,5.11442e-50,0.559991,0.440009,4.70221e-79,0.56
1e-05,0.8,0.4,0.6,2,0.19635,0,0.559991,0.440009,6.56113e-79,0.56
1e-05,0.8,0.4,0.6,1,0.294524,0,0.56,0.44,1.04565e-79,0.56
1e-05,0.8,0.4,0.6,3,0.19635,4.34759e-79,0.56,0.44,2.77815e-80,0.56
1e-05,0.8,0.4,0.6,2,0.294524,7.03213e-80,0.56,0.44,1.8317e-51,0.56
1e-05,0.8,0.4,0.6,3,0.294524,0,0.56,0.44,1.3538e-51,0.56
1e-05,0.8,0.4,0.6,1,0.392699,1.79716e-51,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,2,0.392699,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,3,0.392699,0,0.56,0.44,3.38274e-131,0.56
1e-05,0.8,0.4,0.6,1,0.490874,0,0.56,0.44,2.73968e-131,0.56
1e-05,0.8,0.4,0.6,2,0.490874,3.52714e-131,0.56,0.44,2.04108e-135,0.56
1e-05,0.8,0.4,0.6,3,0.490874,0,0.56,0.44,4.47003e-135,0.56
1e-05,0.8,0.4,0.6,2,0.589049,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,1,0.589049,2.32354e-135,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,1,0.687223,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,3,0.589049,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,2,0.687223,0,0.56,0.44,1.26611e-36,0.56
1e-05,0.8,0.4,0.6,3,0.687223,0,0.56,0.44,9.50728e-37,0.56
1e-05,0.8,0.4,0.6,2,0.785398,0,0.56,0.44,1.45624e-72,0.56
1e-05,0.8,0.4,0.6,1,0.785398,3.97601e-36,0.56,0.44,1.98155e-72,0.56
1e-05,0.8,0.4,0.6,1,0.883573,0,0.56,0.44,7.33545e-34,0.559986
1e-05,0.8,0.4,0.6,3,0.785398,1.6631e-72,0.56,0.44,1.1615e-33,0.559988
1e-05,0.8,0.4,0.6,2,0.883573,7.8334e-34,0.559986,0.440014,0,0.56
1e-05,0.8,0.4,0.6,3,0.883573,0,0.559986,0.440014,1.57071e-103,0.56
1e-05,0.8,0.4,0.6,1,0.981748,7.87563e-104,0.56,0.44,1.91426e-44,0.56
1e-05,0.8,0.4,0.6,2,0.981748,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,3,0.981748,2.10526e-45,0.56,0.44,2.68956e-110,0.56
1e-05,0.8,0.4,0.6,1,1.07992,0,0.56,0.44,2.42373e-110,0.56
1e-05,0.8,0.4,0.6,2,1.07992,3.67469e-110,0.56,0.44,8.64602e-54,0.56
1e-05,0.8,0.4,0.6,3,1.07992,0,0.56,0.44,6.85181e-54,0.56
1e-05,0.8,0.4,0.6,1,1.1781,9.93979e-54,0.56,0.44,3.79647e-53,0.56
1e-05,0.8,0.4,0.6,2,1.1781,0,0.56,0.44,3.8755e-53,0.56
1e-05,0.8,0.4,0.6,3,1.1781,3.87038e-53,0.56,0.44,5.42206e-104,0.56
1e-05,0.8,0.4,0.6,1,1.27627,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,3,1.27627,0,0.56,0.44,2.53777e-106,0.56
1e-05,0.8,0.4,0.6,2,1.27627,0,0.56,0.44,1.26516e-106,0.56
1e-05,0.8,0.4,0.6,2,1.37445,0,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,1,1.37445,3.21626e-106,0.56,0.44,0,0.56
1e-05,0.8,0.4,0.6,3,1.37445,0,0.56,0.44,5.8352e-54,0.56
1e-05,0.8,0.4,0.6,1,1.47262,0,0.56,0.44,7.86646e-54,0.56
1e-05,0.8,0.4,0.6,3,1.47262,0,0.56,0.44,0.635022,0.000103754
1e-05,0.8,0.4,0.6,2,1.47262,4.69038e-54,0.56,0.44,0.610725,0.000104342
1e-05,1,0.4,0.6,1,0.0981748,0.526072,0.000104849,0.473823,9.36443e-78,0.56
1e-05,1,0.4,0.6,2,0.0981748,0.525869,0.000104849,0.474026,0,0.56
1e-05,1,0.4,0.6,1,0.19635,0,0.56,0.44,0,0.559999
1e-05,1,0.4,0.6,3,0.0981748,0,0.56,0.44,0,0.559999
1e-05,1,0.4,0.6,3,0.19635,0,0.559999,0.440001,0,0.55999
1e-05,1,0.4,0.6,2,0.19635,0,0.559999,0.440001,0,0.559996
1e-05,1,0.4,0.6,2,0.294524,0,0.559996,0.440004,0,0.56
1e-05,1,0.4,0.6,1,0.294524,0,0.559996,0.440004,0,0.56
1e-05,1,0.4,0.6,1,0.392699,0,0.56,0.44,6.08212e-108,0.56
1e-05,1,0.4,0.6,3,0.294524,0,0.56,0.44,2.65368e-107,0.56
1e-05,1,0.4,0.6,3,0.392699,0,0.56,0.44,3.38826e-63,0.56
1e-05,1,0.4,0.6,2,0.392699,7.18865e-108,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,2,0.490874,0,0.56,0.44,1.07325e-71,0.559929
1e-05,1,0.4,0.6,1,0.490874,1.97835e-63,0.56,0.44,1.36292e-71,0.559933
1e-05,1,0.4,0.6,3,0.490874,2.20876e-71,0.559926,0.440074,8.81323e-95,0.56
1e-05,1,0.4,0.6,1,0.589049,0,0.559926,0.440074,0,0.56
1e-05,1,0.4,0.6,3,0.589049,0,0.56,0.44,3.26879e-90,0.56
1e-05,1,0.4,0.6,2,0.589049,3.85882e-97,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,1,0.687223,1.41181e-91,0.56,0.44,2.82581e-103,0.56
1e-05,1,0.4,0.6,2,0.687223,0,0.56,0.44,9.34033e-103,0.56
1e-05,1,0.4,0.6,3,0.687223,6.98831e-103,0.56,0.44,2.71296e-90,0.56
1e-05,1,0.4,0.6,1,0.785398,0,0.56,0.44,1.14103e-90,0.56
1e-05,1,0.4,0.6,2,0.785398,1.58162e-90,0.56,0.44,0.213225,0.00227829
1e-05,1,0.4,0.6,3,0.785398,0,0.56,0.44,0.72954,0.00166444
1e-05,1,0.4,0.6,2,0.883573,0.690889,0.00173118,0.30738,1.88452e-24,0.559997
1e-05,1,0.4,0.6,1,0.883573,0.691116,0.00173118,0.307153,1.37927e-24,0.559997
1e-05,1,0.4,0.6,3,0.883573,1.94994e-24,0.559997,0.440003,1.28185e-150,0.56
1e-05,1,0.4,0.6,1,0.981748,0,0.559997,0.440003,3.61194e-151,0.56
1e-05,1,0.4,0.6,2,0.981748,4.98351e-151,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,3,0.981748,0,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,2,1.07992,0,0.56,0.44,4.14767e-59,0.559942
1e-05,1,0.4,0.6,1,1.07992,0,0.56,0.44,0,0.559968
1e-05,1,0.4,0.6,3,1.07992,0,0.559964,0.440036,6.05223e-97,0.56
1e-05,1,0.4,0.6,1,1.1781,0,0.559964,0.440036,2.08972e-96,0.56
1e-05,1,0.4,0.6,3,1.1781,0,0.56,0.44,2.73868e-73,0.56
1e-05,1,0.4,0.6,2,1.1781,1.46711e-96,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,2,1.27627,0,0.56,0.44,1.13079e-101,0.56
1e-05,1,0.4,0.6,1,1.27627,0,0.56,0.44,1.97564e-102,0.56
1e-05,1,0.4,0.6,1,1.37445,0,0.56,0.44,2.74494e-85,0.56
1e-05,1,0.4,0.6,3,1.27627,1.01608e-101,0.56,0.44,5.21482e-85,0.56
1e-05,1,0.4,0.6,2,1.37445,1.09302e-84,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,3,1.37445,0,0.56,0.44,0,0.56
1e-05,1,0.4,0.6,1,1.47262,0,0.56,0.44,1.0726e-93,0.56
1e-05,1,0.4,0.6,2,1.47262,0,0.56,0.44,2.75672e-92,0.56
1e-05,1,0.4,0.6,3,1.47262,0,0.56,0.44,9.8571e-88,0.56
1e-05,1.2,0.4,0.6,1,0.0981748,0.0597111,0.00588103,0.934408,0,0.56
1e-05,1.2,0.4,0.6,2,0.0981748,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,0.0981748,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,0.19635,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.19635,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,0.294524,0,0.56,0.44,1.29389e-112,0.56
1e-05,1.2,0.4,0.6,3,0.19635,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,0.294524,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.294524,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.392699,0,0.56,0.44,4.73067e-82,0.56
1e-05,1.2,0.4,0.6,1,0.392699,0,0.56,0.44,3.02767e-81,0.56
1e-05,1.2,0.4,0.6,3,0.392699,1.49674e-81,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,0.490874,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.490874,0,0.56,0.44,1.90584e-113,0.56
1e-05,1.2,0.4,0.6,3,0.490874,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.589049,0,0.56,0.44,3.71891e-124,0.56
1e-05,1.2,0.4,0.6,1,0.589049,0,0.56,0.44,3.11442e-123,0.56
1e-05,1.2,0.4,0.6,1,0.687223,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,0.589049,7.0358e-123,0.56,0.44,1.04236e-106,0.56
1e-05,1.2,0.4,0.6,3,0.687223,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.687223,5.23445e-107,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.785398,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,0.785398,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,0.785398,0,0.56,0.44,8.84832e-107,0.56
1e-05,1.2,0.4,0.6,1,0.883573,0,0.56,0.44,1.09358e-106,0.56
1e-05,1.2,0.4,0.6,3,0.883573,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,0.883573,1.08069e-106,0.56,0.44,4.93718e-171,0.56
1e-05,1.2,0.4,0.6,1,0.981748,7.51005e-171,0.56,0.44,9.7857e-152,0.56
1e-05,1.2,0.4,0.6,2,0.981748,0,0.56,0.44,3.53748e-151,0.56
1e-05,1.2,0.4,0.6,3,0.981748,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,1.07992,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,1.07992,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,1.07992,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,2,1.1781,0,0.56,0.44,2.3346e-111,0.56
1e-05,1.2,0.4,0.6,1,1.1781,0,0.56,0.44,1.71344e-111,0.56
1e-05,1.2,0.4,0.6,1,1.27627,0,0.56,0.44,7.66121e-120,0.56
1e-05,1.2,0.4,0.6,3,1.1781,2.75262e-111,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,3,1.27627,0,0.56,0.44,1.75048e-142,0.56
1e-05,1.2,0.4,0.6,2,1.27627,0,0.56,0.44,3.36735e-142,0.56
1e-05,1.2,0.4,0.6,2,1.37445,0,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,1.37445,1.37164e-142,0.56,0.44,0,0.56
1e-05,1.2,0.4,0.6,1,1.47262,0,0.56,0.44,1.48747e-161,0.56
1e-05,1.2,0.4,0.6,3,1.37445,0,0.56,0.44,6.21557e-162,0.56
1e-05,1.2,0.4,0.6,2,1.47262,2.01941e-161,0.56,0.44,3.11053e-118,0.56
1e-05,1.2,0.4,0.6,3,1.47262,0,0.56,0.44,4.21368e-118,0.56
1e-05,0.2,0.6,0.6,1,0.0981748,2.8838e-118,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,2,0.0981748,0,0.56,0.44,1.63381e-131,0.56
1e-05,0.2,0.6,0.6,3,0.0981748,1.76818e-131,0.56,0.44,2.73088e-116,0.56
1e-05,0.2,0.6,0.6,1,0.19635,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,2,0.19635,0,0.56,0.44,2.59466e-107,0.56
1e-05,0.2,0.6,0.6,3,0.19635,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,1,0.294524,0,0.56,0.44,3.80328e-63,0.56
1e-05,0.2,0.6,0.6,2,0.294524,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,3,0.294524,0,0.56,0.44,2.27876e-89,0.56
1e-05,0.2,0.6,0.6,1,0.392699,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,2,0.392699,0,0.56,0.44,1.85483e-135,0.56
1e-05,0.2,0.6,0.6,3,0.392699,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,1,0.490874,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,2,0.490874,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,3,0.490874,0,0.56,0.44,-6.50982e-116,0.56
1e-05,0.2,0.6,0.6,1,0.589049,0,0.56,0.44,2.17734e-118,0.56
1e-05,0.2,0.6,0.6,2,0.589049,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,3,0.589049,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,2,0.687223,0,0.56,0.44,2.07597e-123,0.56
1e-05,0.2,0.6,0.6,1,0.687223,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,3,0.687223,0,0.56,0.44,4.53656e-132,0.56
1e-05,0.2,0.6,0.6,1,0.785398,0,0.56,0.44,2.58125e-132,0.56
1e-05,0.2,0.6,0.6,2,0.785398,3.72916e-132,0.56,0.44,2.11137e-125,0.56
1e-05,0.2,0.6,0.6,3,0.785398,0,0.56,0.44,0,0.56
1e-05,0.2,0.6,0.6,1,0.883573,0,0.56,0.44,1.33657e-105,0.56
1e-05,0.2,0.6,0.6,2,0.883573,0,0.56,0.44,0,0.56
